model,step,tokens_b,loss,l2,ce,plan,lr,sps,log_path
register,101400,3.3226752,0.5998,0.6903,0.1685,0.0,0.00133,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,101500,3.325952,0.5873,0.6874,0.1794,0.0,0.00133,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,101600,3.3292288,0.6005,0.6905,0.1752,0.0,0.00134,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,101700,3.3325056,0.5934,0.6942,0.1801,0.0,0.00134,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,101800,3.3357824,0.5892,0.691,0.1869,0.0,0.00134,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,101900,3.3390592,0.5974,0.6897,0.1821,0.0,0.00134,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,102000,3.342336,0.5994,0.692,0.1918,0.0,0.00134,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,102100,3.3456128,0.5986,0.6943,0.176,0.0,0.00134,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,102200,3.3488896,0.5887,0.6863,0.1818,0.0,0.00134,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,102300,3.3521664,0.5968,0.6907,0.175,0.0,0.00134,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,102400,3.3554432,0.5903,0.6885,0.1851,0.0,0.00135,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,102500,3.35872,0.5956,0.6874,0.1854,0.0,0.00135,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,102600,3.3619968,0.593,0.691,0.1802,0.0,0.00135,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,102700,3.3652736,0.5894,0.6864,0.1831,0.0,0.00135,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,102800,3.3685504,0.5981,0.6931,0.1858,0.0,0.00135,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,102900,3.3718272,0.5979,0.6967,0.1899,0.0,0.00135,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,103000,3.375104,0.5965,0.6939,0.1824,0.0,0.00135,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,103100,3.3783808,0.5931,0.6847,0.1791,0.0,0.00136,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,103200,3.3816576,0.587,0.6822,0.1823,0.0,0.00136,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,103300,3.3849344,0.5994,0.6947,0.1822,0.0,0.00136,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,103400,3.3882112,0.5903,0.6888,0.1855,0.0,0.00136,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,103500,3.391488,0.608,0.6943,0.1751,0.0,0.00136,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,103600,3.3947648,0.5892,0.6899,0.1911,0.0,0.00136,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,103700,3.3980416,0.5963,0.6867,0.1835,0.0,0.00136,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,103800,3.4013184,0.5971,0.6903,0.1799,0.0,0.00136,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,103900,3.4045952,0.6036,0.6891,0.1846,0.0,0.00137,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,104000,3.407872,0.5927,0.6861,0.1849,0.0,0.00137,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,104100,3.4111488,0.5946,0.6921,0.1825,0.0,0.00137,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,104200,3.4144256,0.598,0.6903,0.1807,0.0,0.00137,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,104300,3.4177024,0.5944,0.6879,0.1803,0.0,0.00137,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,104400,3.4209792,0.591,0.6869,0.1941,0.0,0.00137,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,104500,3.424256,0.59,0.6835,0.1831,0.0,0.00137,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,104600,3.4275328,0.5995,0.6917,0.184,0.0,0.00138,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,104700,3.4308096,0.6009,0.6905,0.1769,0.0,0.00138,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,104800,3.4340864,0.5939,0.6873,0.1741,0.0,0.00138,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,104900,3.4373632,0.591,0.6907,0.1831,0.0,0.00138,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,105000,3.44064,0.6012,0.6916,0.1826,0.0,0.00138,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,105100,3.4439168,0.5954,0.6882,0.1765,0.0,0.00138,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,105200,3.4471936,0.5943,0.6853,0.183,0.0,0.00138,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,105300,3.4504704,0.5969,0.6922,0.1783,0.0,0.00138,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,105400,3.4537472,0.593,0.6899,0.1886,0.0,0.00139,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,105500,3.457024,0.5888,0.6844,0.1815,0.0,0.00139,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,105600,3.4603008,0.6019,0.6938,0.1856,0.0,0.00139,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,105700,3.4635776,0.6034,0.6908,0.182,0.0,0.00139,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,105800,3.4668544,0.5929,0.6901,0.1809,0.0,0.00139,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,105900,3.4701312,0.5928,0.6931,0.1873,0.0,0.00139,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,106000,3.473408,0.5965,0.6927,0.1862,0.0,0.00139,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,106100,3.4766848,0.5966,0.6886,0.1835,0.0,0.00139,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,106200,3.4799616,0.5934,0.685,0.1875,0.0,0.0014,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,106300,3.4832384,0.5949,0.6878,0.1871,0.0,0.0014,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,106400,3.4865152,0.5964,0.6915,0.1796,0.0,0.0014,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,106500,3.489792,0.5966,0.693,0.1916,0.0,0.0014,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,106600,3.4930688,0.5894,0.6827,0.1833,0.0,0.0014,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,106700,3.4963456,0.5922,0.6917,0.1716,0.0,0.0014,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,106800,3.4996224,0.6025,0.6927,0.1839,0.0,0.0014,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,106900,3.5028992,0.5946,0.6912,0.1856,0.0,0.00141,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,107000,3.506176,0.5939,0.6903,0.1839,0.0,0.00141,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,107100,3.5094528,0.5937,0.6895,0.1887,0.0,0.00141,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,107200,3.5127296,0.5967,0.6901,0.1842,0.0,0.00141,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,107300,3.5160064,0.5874,0.6886,0.1895,0.0,0.00141,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,107400,3.5192832,0.6005,0.6903,0.1821,0.0,0.00141,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,107500,3.52256,0.5936,0.6893,0.184,0.0,0.00141,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,107600,3.5258368,0.5941,0.6944,0.1864,0.0,0.00141,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,107700,3.5291136,0.5913,0.6923,0.1861,0.0,0.00142,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,107800,3.5323904,0.5955,0.6896,0.1831,0.0,0.00142,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,107900,3.5356672,0.5938,0.6924,0.171,0.0,0.00142,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,108000,3.538944,0.5937,0.6902,0.1824,0.0,0.00142,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,108100,3.5422208,0.5932,0.6916,0.1882,0.0,0.00142,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,108200,3.5454976,0.5968,0.6871,0.1748,0.0,0.00142,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,108300,3.5487744,0.5971,0.6883,0.1862,0.0,0.00142,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,108400,3.5520512,0.6008,0.6931,0.1866,0.0,0.00143,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,108500,3.555328,0.5962,0.6925,0.1841,0.0,0.00143,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,108600,3.5586048,0.5945,0.6884,0.1872,0.0,0.00143,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,108700,3.5618816,0.5973,0.6906,0.1848,0.0,0.00143,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,108800,3.5651584,0.6009,0.6903,0.1844,0.0,0.00143,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,108900,3.5684352,0.5966,0.6912,0.1768,0.0,0.00143,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,109000,3.571712,0.5949,0.6893,0.1845,0.0,0.00143,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,109100,3.5749888,0.5984,0.6896,0.1851,0.0,0.00143,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,109200,3.5782656,0.5877,0.6842,0.1801,0.0,0.00144,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,109300,3.5815424,0.5938,0.6919,0.1804,0.0,0.00144,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,109400,3.5848192,0.6029,0.6955,0.1852,0.0,0.00144,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,109500,3.588096,0.5956,0.6887,0.1842,0.0,0.00144,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,109600,3.5913728,0.5937,0.687,0.186,0.0,0.00144,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,109700,3.5946496,0.5924,0.6913,0.188,0.0,0.00144,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,109800,3.5979264,0.5994,0.6898,0.181,0.0,0.00144,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,109900,3.6012032,0.5893,0.6796,0.1866,0.0,0.00144,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,110000,3.60448,0.5996,0.6901,0.1846,0.0,0.00145,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,110100,3.6077568,0.5963,0.6874,0.1838,0.0,0.00145,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,110200,3.6110336,0.5918,0.6898,0.1814,0.0,0.00145,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,110300,3.6143104,0.5951,0.6888,0.1844,0.0,0.00145,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,110400,3.6175872,0.5992,0.6898,0.1834,0.0,0.00145,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,110500,3.620864,0.5985,0.6929,0.1814,0.0,0.00145,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,110600,3.6241408,0.5939,0.6915,0.1805,0.0,0.00145,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,110700,3.6274176,0.5955,0.6866,0.18,0.0,0.00146,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,110800,3.6306944,0.593,0.6864,0.1833,0.0,0.00146,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,110900,3.6339712,0.5933,0.6867,0.1815,0.0,0.00146,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,111000,3.637248,0.5967,0.6912,0.1821,0.0,0.00146,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,111100,3.6405248,0.595,0.6855,0.1849,0.0,0.00146,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,111200,3.6438016,0.5984,0.6902,0.1894,0.0,0.00146,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,111300,3.6470784,0.5993,0.6891,0.1822,0.0,0.00146,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,111400,3.6503552,0.5866,0.6855,0.1837,0.0,0.00146,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,111500,3.653632,0.6022,0.692,0.1806,0.0,0.00147,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,111600,3.6569088,0.601,0.6867,0.1729,0.0,0.00147,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,111700,3.6601856,0.593,0.691,0.1864,0.0,0.00147,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,111800,3.6634624,0.6002,0.6912,0.1802,0.0,0.00147,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,111900,3.6667392,0.5888,0.6896,0.1943,0.0,0.00147,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,112000,3.670016,0.5986,0.6905,0.1759,0.0,0.00147,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,112100,3.6732928,0.5974,0.6868,0.1899,0.0,0.00147,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,112200,3.6765696,0.598,0.6944,0.1824,0.0,0.00147,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,112300,3.6798464,0.6031,0.6906,0.1784,0.0,0.00148,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,112400,3.6831232,0.5975,0.6857,0.1838,0.0,0.00148,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,112500,3.6864,0.5979,0.6936,0.1872,0.0,0.00148,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,112600,3.6896768,0.5979,0.6933,0.183,0.0,0.00148,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,112700,3.6929536,0.596,0.6876,0.1851,0.0,0.00148,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,112800,3.6962304,0.5975,0.6925,0.1851,0.0,0.00148,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,112900,3.6995072,0.5926,0.6883,0.1821,0.0,0.00148,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,113000,3.702784,0.5952,0.688,0.1832,0.0,0.00149,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,113100,3.7060608,0.5881,0.6832,0.1927,0.0,0.00149,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,113200,3.7093376,0.5886,0.685,0.1872,0.0,0.00149,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,113300,3.7126144,0.5974,0.695,0.1868,0.0,0.00149,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,113400,3.7158912,0.5888,0.6942,0.1912,0.0,0.00149,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,113500,3.719168,0.5903,0.687,0.1895,0.0,0.00149,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,113600,3.7224448,0.5952,0.688,0.1823,0.0,0.00149,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,113700,3.7257216,0.5986,0.689,0.1882,0.0,0.00149,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,113800,3.7289984,0.5895,0.6819,0.1856,0.0,0.0015,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,113900,3.7322752,0.5928,0.6904,0.1887,0.0,0.0015,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,114000,3.735552,0.5971,0.6917,0.1785,0.0,0.0015,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,114100,3.7388288,0.5974,0.6905,0.1823,0.0,0.0015,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,114200,3.7421056,0.5929,0.6906,0.1908,0.0,0.0015,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,114300,3.7453824,0.5929,0.6891,0.1859,0.0,0.0015,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,114400,3.7486592,0.6021,0.6921,0.1801,0.0,0.0015,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,114500,3.751936,0.5936,0.69,0.1882,0.0,0.00151,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,114600,3.7552128,0.6041,0.6969,0.1805,0.0,0.00151,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,114700,3.7584896,0.5971,0.6933,0.1893,0.0,0.00151,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,114800,3.7617664,0.6082,0.6997,0.1822,0.0,0.00151,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,114900,3.7650432,0.5987,0.695,0.1882,0.0,0.00151,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,115000,3.76832,0.5925,0.6878,0.184,0.0,0.00151,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,115100,3.7715968,0.5973,0.6896,0.184,0.0,0.00151,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,115200,3.7748736,0.5931,0.6876,0.1788,0.0,0.00151,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,115300,3.7781504,0.5907,0.6877,0.1877,0.0,0.00152,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,115400,3.7814272,0.5997,0.6963,0.1912,0.0,0.00152,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,115500,3.784704,0.5998,0.6942,0.1834,0.0,0.00152,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,115600,3.7879808,0.6002,0.6941,0.1868,0.0,0.00152,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,115700,3.7912576,0.6003,0.6923,0.1867,0.0,0.00152,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,115800,3.7945344,0.5964,0.6901,0.1916,0.0,0.00152,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,115900,3.7978112,0.5882,0.6863,0.1912,0.0,0.00152,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,116000,3.801088,0.6023,0.6892,0.183,0.0,0.00153,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,116100,3.8043648,0.5996,0.6953,0.1936,0.0,0.00153,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,116200,3.8076416,0.594,0.6905,0.1915,0.0,0.00153,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,116300,3.8109184,0.5942,0.6899,0.1872,0.0,0.00153,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,116400,3.8141952,0.5979,0.6951,0.1794,0.0,0.00153,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,116500,3.817472,0.593,0.6948,0.1936,0.0,0.00153,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,116600,3.8207488,0.5866,0.6878,0.1858,0.0,0.00153,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,116700,3.8240256,0.595,0.6915,0.1874,0.0,0.00153,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,116800,3.8273024,0.5914,0.6912,0.1818,0.0,0.00154,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,116900,3.8305792,0.5983,0.6891,0.1786,0.0,0.00154,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,117000,3.833856,0.603,0.6906,0.1794,0.0,0.00154,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,117100,3.8371328,0.5916,0.6904,0.1897,0.0,0.00154,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,117200,3.8404096,0.5942,0.6898,0.1871,0.0,0.00154,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,117300,3.8436864,0.597,0.6914,0.1839,0.0,0.00154,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,117400,3.8469632,0.5935,0.6901,0.185,0.0,0.00154,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,117500,3.85024,0.5963,0.6849,0.1832,0.0,0.00154,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,117600,3.8535168,0.6009,0.6952,0.1868,0.0,0.00155,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,117700,3.8567936,0.5955,0.6894,0.1841,0.0,0.00155,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,117800,3.8600704,0.5934,0.6853,0.1869,0.0,0.00155,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,117900,3.8633472,0.6027,0.6928,0.1817,0.0,0.00155,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,118000,3.866624,0.598,0.6928,0.1897,0.0,0.00155,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,118100,3.8699008,0.5926,0.6947,0.19,0.0,0.00155,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,118200,3.8731776,0.5943,0.6881,0.1889,0.0,0.00155,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,118300,3.8764544,0.5985,0.6892,0.1822,0.0,0.00156,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,118400,3.8797312,0.5976,0.6926,0.1821,0.0,0.00156,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,118500,3.883008,0.5996,0.6895,0.1872,0.0,0.00156,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,118600,3.8862848,0.5949,0.6904,0.1878,0.0,0.00156,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,118700,3.8895616,0.5951,0.6906,0.188,0.0,0.00156,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,118800,3.8928384,0.5973,0.6886,0.1824,0.0,0.00156,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,118900,3.8961152,0.6004,0.6901,0.1904,0.0,0.00156,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,119000,3.899392,0.5923,0.6889,0.1879,0.0,0.00156,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,119100,3.9026688,0.5989,0.6893,0.1794,0.0,0.00157,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,119200,3.9059456,0.5982,0.6928,0.189,0.0,0.00157,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,119300,3.9092224,0.5945,0.689,0.1831,0.0,0.00157,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,119400,3.9124992,0.5906,0.6861,0.1884,0.0,0.00157,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,119500,3.915776,0.6029,0.6913,0.1769,0.0,0.00157,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,119600,3.9190528,0.5896,0.6852,0.1794,0.0,0.00157,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,119700,3.9223296,0.5937,0.6905,0.1841,0.0,0.00157,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,119800,3.9256064,0.6012,0.6927,0.1796,0.0,0.00157,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,119900,3.9288832,0.5971,0.6886,0.1864,0.0,0.00158,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,120000,3.93216,0.5946,0.6926,0.1791,0.0,0.00158,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,120100,3.9354368,0.5906,0.6867,0.1894,0.0,0.00158,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,120200,3.9387136,0.5915,0.6928,0.1906,0.0,0.00158,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,120300,3.9419904,0.5981,0.6916,0.1888,0.0,0.00158,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,120400,3.9452672,0.6069,0.6948,0.1874,0.0,0.00158,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,120500,3.948544,0.5939,0.69,0.1904,0.0,0.00158,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,120600,3.9518208,0.601,0.6931,0.1914,0.0,0.00159,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,120700,3.9550976,0.6062,0.6972,0.1879,0.0,0.00159,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,120800,3.9583744,0.5987,0.6894,0.1847,0.0,0.00159,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,120900,3.9616512,0.5964,0.6905,0.1797,0.0,0.00159,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,121000,3.964928,0.5902,0.6883,0.1973,0.0,0.00159,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,121100,3.9682048,0.6004,0.6925,0.1835,0.0,0.00159,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,121200,3.9714816,0.6007,0.6959,0.1803,0.0,0.00159,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,121300,3.9747584,0.6065,0.6925,0.1762,0.0,0.00159,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,121400,3.9780352,0.5899,0.6882,0.2015,0.0,0.0016,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,121500,3.981312,0.5923,0.6881,0.1876,0.0,0.0016,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,121600,3.9845888,0.5951,0.6914,0.1897,0.0,0.0016,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,121700,3.9878656,0.5999,0.6883,0.1786,0.0,0.0016,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,121800,3.9911424,0.5907,0.6834,0.1882,0.0,0.0016,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,121900,3.9944192,0.5964,0.6932,0.1911,0.0,0.0016,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,122000,3.997696,0.5939,0.689,0.1855,0.0,0.0016,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,122100,4.0009728,0.5956,0.688,0.1846,0.0,0.00161,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,122200,4.0042496,0.5951,0.6925,0.1911,0.0,0.00161,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,122300,4.0075264,0.5916,0.6881,0.1935,0.0,0.00161,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,122400,4.0108032,0.5974,0.6905,0.1743,0.0,0.00161,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,122500,4.01408,0.5968,0.6922,0.1802,0.0,0.00161,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,122600,4.0173568,0.5961,0.688,0.1851,0.0,0.00161,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,122700,4.0206336,0.5943,0.6908,0.1943,0.0,0.00161,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,122800,4.0239104,0.5964,0.6916,0.1893,0.0,0.00161,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,122900,4.0271872,0.5932,0.6945,0.1964,0.0,0.00162,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,123000,4.030464,0.6008,0.6903,0.1819,0.0,0.00162,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,123100,4.0337408,0.6009,0.6945,0.1875,0.0,0.00162,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,123200,4.0370176,0.6001,0.6924,0.186,0.0,0.00162,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,123300,4.0402944,0.5959,0.6907,0.1906,0.0,0.00162,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,123400,4.0435712,0.5963,0.687,0.1845,0.0,0.00162,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,123500,4.046848,0.6015,0.6872,0.172,0.0,0.00162,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,123600,4.0501248,0.5995,0.6934,0.1783,0.0,0.00162,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,123700,4.0534016,0.5973,0.6906,0.1863,0.0,0.00163,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,123800,4.0566784,0.604,0.6935,0.1853,0.0,0.00163,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,123900,4.0599552,0.5873,0.6846,0.1893,0.0,0.00163,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,124000,4.063232,0.5977,0.6907,0.1866,0.0,0.00163,3.3,logs/register_5b_4g/train_register_4g_5b.log
