model,step,tokens_b,loss,l2,ce,plan,lr,sps,log_path
register,124100,4.0665088,0.5955,0.6859,0.1891,0.0,0.00163,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,124200,4.0697856,0.5985,0.6878,0.185,0.0,0.00163,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,124300,4.0730624,0.5944,0.6891,0.1896,0.0,0.00163,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,124400,4.0763392,0.5915,0.6832,0.1872,0.0,0.00164,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,124500,4.079616,0.5955,0.6903,0.1917,0.0,0.00164,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,124600,4.0828928,0.6018,0.6943,0.1919,0.0,0.00164,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,124700,4.0861696,0.5958,0.692,0.1864,0.0,0.00164,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,124800,4.0894464,0.5973,0.6911,0.1899,0.0,0.00164,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,124900,4.0927232,0.6007,0.6924,0.1839,0.0,0.00164,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,125000,4.096,0.5992,0.6915,0.1898,0.0,0.00164,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,125100,4.0992768,0.5988,0.6955,0.1846,0.0,0.00164,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,125200,4.1025536,0.6026,0.6958,0.1935,0.0,0.00165,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,125300,4.1058304,0.5987,0.6897,0.1907,0.0,0.00165,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,125400,4.1091072,0.5969,0.6882,0.1839,0.0,0.00165,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,125500,4.112384,0.6005,0.6909,0.1882,0.0,0.00165,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,125600,4.1156608,0.6004,0.6921,0.1864,0.0,0.00165,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,125700,4.1189376,0.6012,0.6924,0.1891,0.0,0.00165,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,125800,4.1222144,0.5991,0.6931,0.1767,0.0,0.00165,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,125900,4.1254912,0.596,0.6881,0.188,0.0,0.00166,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,126000,4.128768,0.5964,0.6885,0.1874,0.0,0.00166,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,126100,4.1320448,0.6071,0.6922,0.1753,0.0,0.00166,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,126200,4.1353216,0.6047,0.6936,0.1837,0.0,0.00166,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,126300,4.1385984,0.5975,0.6935,0.1858,0.0,0.00166,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,126400,4.1418752,0.5926,0.6914,0.1911,0.0,0.00166,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,126500,4.145152,0.5921,0.6882,0.2018,0.0,0.00166,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,126600,4.1484288,0.592,0.6875,0.1862,0.0,0.00166,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,126700,4.1517056,0.6023,0.6919,0.1807,0.0,0.00167,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,126800,4.1549824,0.5988,0.6885,0.191,0.0,0.00167,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,126900,4.1582592,0.5944,0.6927,0.18,0.0,0.00167,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,127000,4.161536,0.6044,0.7002,0.1885,0.0,0.00167,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,127100,4.1648128,0.5965,0.6899,0.1919,0.0,0.00167,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,127200,4.1680896,0.5994,0.6893,0.1828,0.0,0.00167,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,127300,4.1713664,0.599,0.6883,0.1878,0.0,0.00167,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,127400,4.1746432,0.6004,0.6964,0.1893,0.0,0.00167,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,127500,4.17792,0.5961,0.6911,0.1841,0.0,0.00168,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,127600,4.1811968,0.6005,0.6944,0.191,0.0,0.00168,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,127700,4.1844736,0.6044,0.6933,0.1869,0.0,0.00168,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,127800,4.1877504,0.5941,0.6898,0.1825,0.0,0.00168,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,127900,4.1910272,0.5945,0.6867,0.1848,0.0,0.00168,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,128000,4.194304,0.6087,0.6951,0.1801,0.0,0.00168,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,128100,4.1975808,0.5916,0.6902,0.2008,0.0,0.00168,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,128200,4.2008576,0.5963,0.6898,0.189,0.0,0.00169,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,128300,4.2041344,0.5979,0.6934,0.1867,0.0,0.00169,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,128400,4.2074112,0.6007,0.6938,0.1859,0.0,0.00169,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,128500,4.210688,0.5962,0.6964,0.193,0.0,0.00169,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,128600,4.2139648,0.5944,0.6893,0.1819,0.0,0.00169,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,128700,4.2172416,0.6002,0.6916,0.1869,0.0,0.00169,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,128800,4.2205184,0.6,0.6949,0.1923,0.0,0.00169,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,128900,4.2237952,0.5943,0.6906,0.188,0.0,0.00169,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,129000,4.227072,0.5921,0.6929,0.1907,0.0,0.0017,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,129100,4.2303488,0.5918,0.6865,0.1815,0.0,0.0017,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,129200,4.2336256,0.5963,0.6923,0.1902,0.0,0.0017,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,129300,4.2369024,0.6043,0.691,0.1855,0.0,0.0017,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,129400,4.2401792,0.6012,0.6949,0.1927,0.0,0.0017,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,129500,4.243456,0.599,0.6898,0.1859,0.0,0.0017,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,129600,4.2467328,0.5969,0.69,0.1883,0.0,0.0017,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,129700,4.2500096,0.5943,0.6913,0.1862,0.0,0.00171,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,129800,4.2532864,0.6057,0.6946,0.1778,0.0,0.00171,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,129900,4.2565632,0.6003,0.6929,0.1847,0.0,0.00171,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,130000,4.25984,0.5956,0.689,0.1903,0.0,0.00171,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,130100,4.2631168,0.5981,0.6908,0.1855,0.0,0.00171,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,130200,4.2663936,0.5997,0.6914,0.1879,0.0,0.00171,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,130300,4.2696704,0.5961,0.6893,0.1908,0.0,0.00171,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,130400,4.2729472,0.5984,0.6888,0.1801,0.0,0.00171,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,130500,4.276224,0.5932,0.6898,0.1879,0.0,0.00172,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,130600,4.2795008,0.6037,0.6929,0.185,0.0,0.00172,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,130700,4.2827776,0.6048,0.6919,0.1851,0.0,0.00172,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,130800,4.2860544,0.597,0.6858,0.1915,0.0,0.00172,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,130900,4.2893312,0.6066,0.6965,0.1847,0.0,0.00172,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,131000,4.292608,0.601,0.6949,0.1919,0.0,0.00172,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,131100,4.2958848,0.5958,0.6912,0.1991,0.0,0.00172,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,131200,4.2991616,0.5992,0.6904,0.1897,0.0,0.00172,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,131300,4.3024384,0.5997,0.6892,0.1839,0.0,0.00173,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,131400,4.3057152,0.6056,0.6973,0.1787,0.0,0.00173,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,131500,4.308992,0.5978,0.6921,0.1941,0.0,0.00173,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,131600,4.3122688,0.6009,0.6896,0.1773,0.0,0.00173,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,131700,4.3155456,0.5987,0.6938,0.1847,0.0,0.00173,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,131800,4.3188224,0.5991,0.6882,0.1878,0.0,0.00173,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,131900,4.3220992,0.5979,0.6896,0.1861,0.0,0.00173,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,132000,4.325376,0.6018,0.6921,0.1846,0.0,0.00174,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,132100,4.3286528,0.5968,0.6911,0.1881,0.0,0.00174,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,132200,4.3319296,0.599,0.6886,0.1852,0.0,0.00174,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,132300,4.3352064,0.5963,0.6883,0.181,0.0,0.00174,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,132400,4.3384832,0.5946,0.6863,0.1825,0.0,0.00174,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,132500,4.34176,0.5981,0.6915,0.1898,0.0,0.00174,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,132600,4.3450368,0.6026,0.6955,0.1862,0.0,0.00174,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,132700,4.3483136,0.5976,0.6911,0.1916,0.0,0.00174,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,132800,4.3515904,0.5961,0.691,0.1892,0.0,0.00175,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,132900,4.3548672,0.5944,0.691,0.1918,0.0,0.00175,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,133000,4.358144,0.6032,0.6956,0.1901,0.0,0.00175,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,133100,4.3614208,0.6005,0.6963,0.1848,0.0,0.00175,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,133200,4.3646976,0.6013,0.6914,0.1832,0.0,0.00175,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,133300,4.3679744,0.6025,0.6952,0.1849,0.0,0.00175,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,133400,4.3712512,0.5978,0.6905,0.1856,0.0,0.00175,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,133500,4.374528,0.597,0.6993,0.1912,0.0,0.00175,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,133600,4.3778048,0.5996,0.6916,0.1812,0.0,0.00176,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,133700,4.3810816,0.5946,0.6899,0.1891,0.0,0.00176,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,133800,4.3843584,0.5932,0.6859,0.1891,0.0,0.00176,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,133900,4.3876352,0.5981,0.6937,0.1867,0.0,0.00176,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,134000,4.390912,0.5952,0.6921,0.1972,0.0,0.00176,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,134100,4.3941888,0.6045,0.696,0.1923,0.0,0.00176,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,134200,4.3974656,0.6011,0.6945,0.1895,0.0,0.00176,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,134300,4.4007424,0.6021,0.6918,0.1891,0.0,0.00177,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,134400,4.4040192,0.5964,0.6939,0.1962,0.0,0.00177,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,134500,4.407296,0.5958,0.6883,0.1861,0.0,0.00177,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,134600,4.4105728,0.6021,0.6953,0.1852,0.0,0.00177,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,134700,4.4138496,0.5942,0.6886,0.1872,0.0,0.00177,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,134800,4.4171264,0.5937,0.6902,0.1868,0.0,0.00177,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,134900,4.4204032,0.596,0.6922,0.1899,0.0,0.00177,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,135000,4.42368,0.6013,0.6911,0.1884,0.0,0.00177,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,135100,4.4269568,0.5944,0.6908,0.193,0.0,0.00178,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,135200,4.4302336,0.5896,0.689,0.1978,0.0,0.00178,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,135300,4.4335104,0.6033,0.6918,0.1837,0.0,0.00178,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,135400,4.4367872,0.6002,0.6929,0.1888,0.0,0.00178,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,135500,4.440064,0.6022,0.6973,0.1947,0.0,0.00178,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,135600,4.4433408,0.5983,0.6914,0.1829,0.0,0.00178,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,135700,4.4466176,0.6068,0.6962,0.1778,0.0,0.00178,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,135800,4.4498944,0.5997,0.6923,0.1926,0.0,0.00179,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,135900,4.4531712,0.596,0.6932,0.1926,0.0,0.00179,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,136000,4.456448,0.6085,0.6963,0.1841,0.0,0.00179,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,136100,4.4597248,0.5934,0.6881,0.1893,0.0,0.00179,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,136200,4.4630016,0.6057,0.6943,0.1826,0.0,0.00179,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,136300,4.4662784,0.5988,0.6892,0.18,0.0,0.00179,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,136400,4.4695552,0.6026,0.6922,0.1806,0.0,0.00179,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,136500,4.472832,0.5999,0.694,0.1891,0.0,0.00179,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,136600,4.4761088,0.603,0.695,0.1871,0.0,0.0018,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,136700,4.4793856,0.601,0.6914,0.1884,0.0,0.0018,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,136800,4.4826624,0.6017,0.6896,0.1869,0.0,0.0018,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,136900,4.4859392,0.6016,0.6886,0.1937,0.0,0.0018,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,137000,4.489216,0.5999,0.6924,0.1879,0.0,0.0018,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,137100,4.4924928,0.5964,0.6933,0.1847,0.0,0.0018,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,137200,4.4957696,0.598,0.6937,0.1842,0.0,0.0018,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,137300,4.4990464,0.5969,0.69,0.1831,0.0,0.00181,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,137400,4.5023232,0.598,0.6939,0.1895,0.0,0.00181,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,137500,4.5056,0.6005,0.6909,0.1885,0.0,0.00181,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,137600,4.5088768,0.6013,0.6937,0.1834,0.0,0.00181,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,137700,4.5121536,0.6014,0.6944,0.1908,0.0,0.00181,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,137800,4.5154304,0.5969,0.6913,0.189,0.0,0.00181,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,137900,4.5187072,0.6001,0.6906,0.193,0.0,0.00181,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,138000,4.521984,0.5986,0.6918,0.195,0.0,0.00181,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,138100,4.5252608,0.5966,0.6893,0.1835,0.0,0.00182,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,138200,4.5285376,0.599,0.6915,0.1809,0.0,0.00182,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,138300,4.5318144,0.5986,0.6881,0.1852,0.0,0.00182,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,138400,4.5350912,0.5961,0.6936,0.191,0.0,0.00182,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,138500,4.538368,0.5898,0.6909,0.188,0.0,0.00182,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,138600,4.5416448,0.6019,0.6937,0.1905,0.0,0.00182,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,138700,4.5449216,0.5946,0.6931,0.195,0.0,0.00182,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,138800,4.5481984,0.595,0.6862,0.1922,0.0,0.00182,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,138900,4.5514752,0.5932,0.6889,0.1916,0.0,0.00183,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,139000,4.554752,0.5976,0.6926,0.1971,0.0,0.00183,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,139100,4.5580288,0.5992,0.6898,0.1827,0.0,0.00183,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,139200,4.5613056,0.5951,0.6844,0.1868,0.0,0.00183,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,139300,4.5645824,0.5987,0.6938,0.188,0.0,0.00183,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,139400,4.5678592,0.5959,0.6885,0.1947,0.0,0.00183,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,139500,4.571136,0.5937,0.6892,0.1809,0.0,0.00183,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,139600,4.5744128,0.5978,0.6908,0.1899,0.0,0.00184,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,139700,4.5776896,0.6037,0.6941,0.1924,0.0,0.00184,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,139800,4.5809664,0.5971,0.6918,0.1922,0.0,0.00184,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,139900,4.5842432,0.5996,0.6902,0.196,0.0,0.00184,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,140000,4.58752,0.602,0.6871,0.1807,0.0,0.00184,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,140100,4.5907968,0.5951,0.6887,0.1901,0.0,0.00184,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,140200,4.5940736,0.5937,0.694,0.1941,0.0,0.00184,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,140300,4.5973504,0.5967,0.689,0.1863,0.0,0.00184,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,140400,4.6006272,0.5973,0.6919,0.1964,0.0,0.00185,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,140500,4.603904,0.6002,0.6915,0.1904,0.0,0.00185,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,140600,4.6071808,0.5975,0.6965,0.1905,0.0,0.00185,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,140700,4.6104576,0.5987,0.6895,0.1855,0.0,0.00185,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,140800,4.6137344,0.5925,0.6852,0.1848,0.0,0.00185,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,140900,4.6170112,0.5964,0.6929,0.1894,0.0,0.00185,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,141000,4.620288,0.5953,0.6883,0.1924,0.0,0.00185,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,141100,4.6235648,0.6009,0.6941,0.1842,0.0,0.00185,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,141200,4.6268416,0.5966,0.6919,0.1938,0.0,0.00186,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,141300,4.6301184,0.6037,0.6953,0.189,0.0,0.00186,3.4,logs/register_5b_4g/train_register_4g_5b.log
register,141400,4.6333952,0.5985,0.6902,0.1933,0.0,0.00186,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,141500,4.636672,0.6026,0.6953,0.1853,0.0,0.00186,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,141600,4.6399488,0.6024,0.6939,0.195,0.0,0.00186,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,141700,4.6432256,0.5917,0.6891,0.1903,0.0,0.00186,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,141800,4.6465024,0.5988,0.6919,0.1859,0.0,0.00186,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,141900,4.6497792,0.593,0.6949,0.1986,0.0,0.00187,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,142000,4.653056,0.5982,0.6931,0.1896,0.0,0.00187,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,142100,4.6563328,0.597,0.6903,0.1945,0.0,0.00187,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,142200,4.6596096,0.6038,0.6937,0.1887,0.0,0.00187,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,142300,4.6628864,0.6043,0.6945,0.1914,0.0,0.00187,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,142400,4.6661632,0.5982,0.6912,0.1891,0.0,0.00187,3.2,logs/register_5b_4g/train_register_4g_5b.log
register,142500,4.66944,0.603,0.6983,0.2002,0.0,0.00187,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,142600,4.6727168,0.6077,0.6937,0.1799,0.0,0.00187,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,142700,4.6759936,0.5993,0.6913,0.1929,0.0,0.00188,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,142800,4.6792704,0.6014,0.6907,0.1855,0.0,0.00188,3.3,logs/register_5b_4g/train_register_4g_5b.log
register,142900,4.6825472,0.5994,0.6892,0.1839,0.0,0.00188,3.2,logs/register_5b_4g/train_register_4g_5b.log
