step,loss,l2,ce,plan,lr,sps
87800,0.8589,0.6826,0.1824,0.2705,0.00115,3.3
87900,0.86,0.6875,0.1865,0.2629,0.00116,3.3
88000,0.857,0.6892,0.1837,0.2616,0.00116,3.3
88100,0.8544,0.6888,0.1842,0.2707,0.00116,3.3
88200,0.8496,0.6862,0.1882,0.2605,0.00116,3.3
88300,0.869,0.6877,0.1861,0.2702,0.00116,3.3
88400,0.8677,0.6899,0.1781,0.2656,0.00116,3.2
88500,0.8607,0.6855,0.1862,0.2679,0.00116,3.2
88600,0.8486,0.6805,0.1914,0.2646,0.00116,3.3
88700,0.8617,0.687,0.1851,0.2722,0.00117,3.3
88800,0.8634,0.6889,0.1849,0.2692,0.00117,3.3
88900,0.8632,0.6872,0.176,0.2683,0.00117,3.3
89000,0.8688,0.6812,0.1837,0.2742,0.00117,3.3
89100,0.8607,0.6837,0.1883,0.2674,0.00117,3.2
89200,0.8631,0.6889,0.1794,0.2718,0.00117,3.2
89300,0.8586,0.6869,0.1885,0.2661,0.00117,3.3
89400,0.8625,0.6904,0.1863,0.2705,0.00118,3.2
89500,0.8692,0.6906,0.187,0.2732,0.00118,3.2
89600,0.8646,0.6862,0.1886,0.2716,0.00118,3.2
89700,0.8559,0.6826,0.1899,0.2681,0.00118,3.3
89800,0.8631,0.6894,0.1877,0.268,0.00118,3.3
89900,0.8799,0.6895,0.1717,0.2769,0.00118,3.3
90000,0.8524,0.6783,0.1869,0.2629,0.00118,3.3
90100,0.8538,0.6829,0.1872,0.2649,0.00118,3.3
90200,0.8736,0.69,0.184,0.2728,0.00119,3.3
90300,0.8667,0.6854,0.1782,0.2672,0.00119,3.3
90400,0.8715,0.6813,0.1867,0.278,0.00119,3.2
90500,0.8701,0.6848,0.1773,0.2708,0.00119,3.2
90600,0.8572,0.6831,0.1884,0.2651,0.00119,3.2
90700,0.8586,0.6816,0.1929,0.2663,0.00119,3.3
90800,0.8495,0.6833,0.1867,0.2647,0.00119,3.3
90900,0.8599,0.6849,0.1918,0.2672,0.00119,3.2
91000,0.8649,0.6867,0.1893,0.2746,0.0012,3.3
91100,0.8622,0.6887,0.1862,0.264,0.0012,3.3
91200,0.8629,0.6874,0.185,0.2717,0.0012,3.3
91300,0.8651,0.6879,0.1828,0.2711,0.0012,3.3
91400,0.8658,0.6868,0.1849,0.2744,0.0012,3.2
91500,0.8591,0.6874,0.1753,0.2674,0.0012,3.3
91600,0.8429,0.6812,0.1798,0.2528,0.0012,3.2
91700,0.8584,0.6853,0.1805,0.2642,0.00121,3.3
91800,0.8538,0.684,0.186,0.264,0.00121,3.3
91900,0.8489,0.6854,0.1862,0.2613,0.00121,3.3
92000,0.8768,0.6912,0.1812,0.2789,0.00121,3.3
92100,0.8552,0.6796,0.1891,0.2676,0.00121,3.2
92200,0.8761,0.6899,0.1718,0.2723,0.00121,3.2
92300,0.8625,0.6843,0.1861,0.2713,0.00121,3.3
92400,0.8607,0.6868,0.1882,0.2643,0.00121,3.3
92500,0.8588,0.6861,0.1838,0.265,0.00122,3.3
92600,0.8603,0.6864,0.1743,0.2626,0.00122,3.3
92700,0.8571,0.6861,0.1834,0.259,0.00122,3.3
92800,0.854,0.6827,0.1859,0.2637,0.00122,3.2
92900,0.856,0.6839,0.19,0.2701,0.00122,3.2
93000,0.8508,0.6788,0.1833,0.2624,0.00122,3.3
93100,0.8495,0.683,0.1856,0.2618,0.00122,3.2
93200,0.8615,0.6856,0.1801,0.2684,0.00123,3.2
93300,0.8657,0.6882,0.18,0.2682,0.00123,3.3
93400,0.857,0.6839,0.1788,0.2609,0.00123,3.3
93500,0.8702,0.6942,0.1825,0.2682,0.00123,3.3
93600,0.8638,0.6848,0.1833,0.2695,0.00123,3.3
93700,0.8604,0.6853,0.1791,0.2652,0.00123,3.3
93800,0.8547,0.6835,0.1823,0.2632,0.00123,3.3
93900,0.8453,0.682,0.1839,0.2586,0.00123,3.2
94000,0.8562,0.68,0.1844,0.2652,0.00124,3.3
94100,0.8659,0.6877,0.1757,0.2697,0.00124,3.2
94200,0.8651,0.6906,0.1843,0.2724,0.00124,3.3
94300,0.8604,0.6869,0.1842,0.2683,0.00124,3.3
94400,0.8543,0.683,0.1822,0.2607,0.00124,3.2
94500,0.8554,0.6859,0.1848,0.2624,0.00124,3.3
94600,0.8721,0.6881,0.1864,0.2757,0.00124,3.2
94700,0.8501,0.6806,0.1832,0.2653,0.00124,3.3
94800,0.8545,0.6823,0.1856,0.2636,0.00125,3.3
94900,0.8517,0.6813,0.1852,0.2632,0.00125,3.2
95000,0.8609,0.6917,0.1908,0.2673,0.00125,3.3
95100,0.8552,0.6885,0.1899,0.2649,0.00125,3.3
95200,0.8503,0.6847,0.1886,0.2612,0.00125,3.3
95300,0.8551,0.6833,0.1888,0.2623,0.00125,3.3
95400,0.8499,0.6838,0.1922,0.2595,0.00125,3.3
95500,0.8541,0.6792,0.1778,0.2647,0.00126,3.2
95600,0.8516,0.6818,0.1863,0.2629,0.00126,3.3
95700,0.851,0.6845,0.1895,0.2584,0.00126,3.3
95800,0.862,0.6879,0.1819,0.2692,0.00126,3.3
95900,0.857,0.6861,0.1856,0.2633,0.00126,3.3
96000,0.8569,0.6839,0.1843,0.2648,0.00126,3.3
96100,0.8489,0.6834,0.1875,0.2577,0.00126,3.2
96200,0.86,0.683,0.1888,0.2688,0.00126,3.3
96300,0.8474,0.6769,0.1925,0.2605,0.00127,3.3
96400,0.8495,0.6834,0.1885,0.2608,0.00127,3.2
96500,0.8605,0.6892,0.1801,0.2639,0.00127,3.3
96600,0.8595,0.6839,0.1834,0.2668,0.00127,3.3
96700,0.8591,0.6851,0.1832,0.2625,0.00127,3.3
96800,0.8548,0.6802,0.1774,0.2661,0.00127,3.3
96900,0.8545,0.6828,0.1907,0.265,0.00127,3.3
97000,0.8557,0.6882,0.1901,0.2648,0.00128,3.2
97100,0.8515,0.6846,0.188,0.2602,0.00128,3.2
97200,0.8515,0.6836,0.1812,0.2621,0.00128,3.3
97300,0.8583,0.6893,0.1821,0.2626,0.00128,3.3
97400,0.8583,0.687,0.1887,0.2625,0.00128,3.3
97500,0.8561,0.6809,0.1721,0.2618,0.00128,3.3
97600,0.8514,0.684,0.1939,0.2631,0.00128,3.2
97700,0.8625,0.6876,0.1821,0.2636,0.00128,3.3
97800,0.8651,0.685,0.1865,0.2699,0.00129,3.3
97900,0.8572,0.6832,0.1734,0.2639,0.00129,3.3
98000,0.8626,0.6897,0.1849,0.263,0.00129,3.2
98100,0.8573,0.6837,0.1843,0.2645,0.00129,3.2
98200,0.8617,0.6908,0.1946,0.2702,0.00129,3.2
98300,0.8599,0.6887,0.1814,0.2625,0.00129,3.3
98400,0.8533,0.6875,0.1887,0.2609,0.00129,3.2
98500,0.8629,0.688,0.1811,0.2676,0.00129,3.2
98600,0.8485,0.681,0.1799,0.259,0.0013,3.3
98700,0.8504,0.6839,0.1851,0.2579,0.0013,3.2
98800,0.8501,0.6839,0.1857,0.2649,0.0013,3.3
98900,0.8489,0.6811,0.1834,0.2642,0.0013,3.2
99000,0.8645,0.6869,0.1821,0.271,0.0013,3.3
99100,0.8514,0.6829,0.1829,0.2619,0.0013,3.3
99200,0.861,0.6875,0.1869,0.2643,0.0013,3.3
99300,0.8499,0.682,0.1906,0.2669,0.00131,3.3
99400,0.8453,0.6772,0.1891,0.2618,0.00131,3.3
99500,0.8689,0.6906,0.1892,0.2703,0.00131,3.2
99600,0.8639,0.6886,0.1807,0.2663,0.00131,3.2
99700,0.8601,0.6843,0.1816,0.2682,0.00131,3.2
99800,0.8565,0.6825,0.1887,0.2655,0.00131,3.3
99900,0.8589,0.6885,0.1835,0.2654,0.00131,3.3
100000,0.8531,0.6793,0.1807,0.2624,0.00131,3.2
100100,0.858,0.6863,0.1895,0.2647,0.00132,3.2
100200,0.8491,0.6821,0.1864,0.2603,0.00132,3.2
100300,0.847,0.6821,0.1894,0.2635,0.00132,3.3
100400,0.8526,0.6862,0.1827,0.2585,0.00132,3.2
100500,0.8537,0.6841,0.1962,0.2664,0.00132,3.2
100600,0.8541,0.6891,0.1896,0.2649,0.00132,3.2
100700,0.8542,0.6819,0.1873,0.2681,0.00132,3.2
100800,0.8504,0.6811,0.1864,0.2648,0.00133,3.3
100900,0.8503,0.6864,0.1902,0.2594,0.00133,3.2
101000,0.8558,0.6805,0.1848,0.2646,0.00133,3.3
101100,0.8564,0.6823,0.1777,0.2652,0.00133,3.2
101200,0.846,0.681,0.1889,0.2611,0.00133,3.2
101300,0.851,0.6828,0.1863,0.261,0.00133,3.3
101400,0.8658,0.6836,0.1689,0.2708,0.00133,3.2
101500,0.8446,0.6828,0.1805,0.26,0.00133,3.3
101600,0.8565,0.6841,0.1768,0.2608,0.00134,3.2
101700,0.8417,0.6767,0.1882,0.2596,0.00134,3.3
101800,0.8343,0.6792,0.1914,0.2529,0.00134,3.3
101900,0.8565,0.6858,0.1847,0.2628,0.00134,3.3
102000,0.8599,0.6821,0.1971,0.2679,0.00134,3.3
102100,0.8489,0.6797,0.1824,0.2605,0.00134,3.3
102200,0.8435,0.6814,0.1874,0.2578,0.00134,3.3
102300,0.856,0.6851,0.1783,0.2645,0.00134,3.2
102400,0.845,0.6813,0.1911,0.2595,0.00135,3.2
102500,0.8472,0.6755,0.1875,0.2604,0.00135,3.2
102600,0.8467,0.6787,0.1865,0.262,0.00135,3.2
102700,0.8631,0.69,0.1865,0.2714,0.00135,3.2
102800,0.8561,0.6863,0.1912,0.2633,0.00135,3.3
102900,0.8513,0.683,0.1937,0.262,0.00135,3.2
103000,0.8466,0.6751,0.1879,0.2637,0.00135,3.2
103100,0.8498,0.6843,0.1819,0.257,0.00136,3.2
103200,0.8519,0.684,0.1856,0.2636,0.00136,3.2
103300,0.8524,0.6828,0.1842,0.2618,0.00136,3.3
103400,0.8486,0.6795,0.1909,0.264,0.00136,3.2
103500,0.8595,0.6817,0.177,0.2619,0.00136,3.3
103600,0.8358,0.6783,0.1918,0.2557,0.00136,3.3
103700,0.8502,0.6798,0.186,0.259,0.00136,3.2
103800,0.8586,0.6837,0.1862,0.2653,0.00136,3.3
103900,0.8582,0.682,0.1858,0.2602,0.00137,3.2
104000,0.8595,0.6861,0.1854,0.2662,0.00137,3.2
104100,0.8523,0.6843,0.1865,0.263,0.00137,3.2
104200,0.8529,0.6844,0.1845,0.2596,0.00137,3.3
104300,0.8545,0.6864,0.1815,0.2605,0.00137,3.3
104400,0.8477,0.6799,0.1972,0.2615,0.00137,3.2
104500,0.8583,0.6842,0.1884,0.2667,0.00137,3.2
104600,0.8537,0.6807,0.1876,0.2621,0.00138,3.2
104700,0.8619,0.683,0.1789,0.2669,0.00138,3.3
104800,0.8497,0.6829,0.179,0.2564,0.00138,3.3
104900,0.8451,0.6812,0.1847,0.2597,0.00138,3.3
105000,0.8529,0.6793,0.1841,0.2604,0.00138,3.3
105100,0.8493,0.6837,0.1805,0.257,0.00138,3.2
105200,0.8469,0.682,0.1834,0.2555,0.00138,3.2
105300,0.8588,0.6898,0.1811,0.2622,0.00138,3.3
105400,0.844,0.6838,0.1938,0.2538,0.00139,3.3
105500,0.8555,0.6871,0.1868,0.263,0.00139,3.3
105600,0.8531,0.6859,0.1919,0.2559,0.00139,3.2
105700,0.8625,0.6839,0.1834,0.2648,0.00139,3.2
105800,0.8595,0.6877,0.1865,0.2669,0.00139,3.3
105900,0.8399,0.6796,0.1921,0.2567,0.00139,3.3
106000,0.8436,0.6809,0.1861,0.2562,0.00139,3.3
106100,0.8549,0.6814,0.19,0.263,0.00139,3.2
106200,0.8547,0.684,0.1922,0.2616,0.0014,3.2
106300,0.8507,0.6822,0.1915,0.2583,0.0014,3.3
106400,0.8563,0.678,0.1839,0.2697,0.0014,3.3
106500,0.8545,0.689,0.196,0.2602,0.0014,3.3
106600,0.8574,0.6801,0.1853,0.2686,0.0014,3.3
106700,0.8537,0.6851,0.1767,0.265,0.0014,3.3
106800,0.8534,0.678,0.1868,0.2624,0.0014,3.3
106900,0.8475,0.6799,0.1885,0.2607,0.00141,3.3
107000,0.837,0.6797,0.1856,0.2519,0.00141,3.3
107100,0.8442,0.6831,0.1927,0.2544,0.00141,3.3
107200,0.8518,0.6805,0.1928,0.2612,0.00141,3.3
107300,0.8293,0.6784,0.1931,0.2494,0.00141,3.3
107400,0.8591,0.681,0.1888,0.2647,0.00141,3.2
107500,0.8495,0.686,0.1885,0.257,0.00141,3.3
107600,0.8429,0.6844,0.1908,0.2556,0.00141,3.3
107700,0.843,0.6831,0.1876,0.2578,0.00142,3.3
107800,0.8554,0.6834,0.1879,0.2631,0.00142,3.3
107900,0.8463,0.6817,0.1764,0.2599,0.00142,3.3
108000,0.8393,0.6773,0.1844,0.2543,0.00142,3.3
108100,0.8462,0.6833,0.191,0.2585,0.00142,3.3
108200,0.8495,0.6824,0.1797,0.2566,0.00142,3.3
108300,0.8527,0.6846,0.1887,0.2578,0.00142,3.3
108400,0.8532,0.6791,0.1898,0.2629,0.00143,3.2
108500,0.847,0.6816,0.1932,0.2574,0.00143,3.3
108600,0.8433,0.6815,0.1939,0.2534,0.00143,3.3
108700,0.8558,0.6819,0.1881,0.2628,0.00143,3.3
108800,0.8598,0.6848,0.1861,0.2627,0.00143,3.3
108900,0.8464,0.683,0.1772,0.2563,0.00143,3.3
109000,0.8402,0.6799,0.1887,0.251,0.00143,3.3
109100,0.8598,0.6839,0.1862,0.2649,0.00143,3.2
109200,0.8434,0.6789,0.1812,0.2603,0.00144,3.3
109300,0.8502,0.6854,0.1826,0.2626,0.00144,3.3
109400,0.8556,0.6824,0.1847,0.2631,0.00144,3.3
109500,0.8545,0.6856,0.1879,0.2603,0.00144,3.3
109600,0.849,0.6811,0.1896,0.261,0.00144,3.3
109700,0.8475,0.6832,0.1883,0.2617,0.00144,3.3
109800,0.8455,0.6764,0.1833,0.2575,0.00144,3.3
109900,0.846,0.679,0.1904,0.2563,0.00144,3.3
110000,0.8645,0.6849,0.1881,0.2676,0.00145,3.3
110100,0.8423,0.6805,0.1858,0.2518,0.00145,3.2
110200,0.8515,0.6853,0.1839,0.263,0.00145,3.3
110300,0.8476,0.6807,0.187,0.2591,0.00145,3.3
110400,0.8587,0.6872,0.1865,0.2616,0.00145,3.2
110500,0.8418,0.6784,0.1842,0.2545,0.00145,3.3
110600,0.8452,0.6807,0.1873,0.2581,0.00145,3.3
110700,0.8574,0.6793,0.1813,0.2661,0.00146,3.3
110800,0.8551,0.6839,0.1857,0.2637,0.00146,3.3
110900,0.846,0.6788,0.1857,0.2588,0.00146,3.3
111000,0.8569,0.686,0.1853,0.2639,0.00146,3.2
111100,0.8544,0.679,0.189,0.2641,0.00146,3.3
111200,0.8567,0.6847,0.1936,0.2614,0.00146,3.3
111300,0.8496,0.682,0.1822,0.2569,0.00146,3.3
111400,0.8419,0.6799,0.1882,0.2588,0.00146,3.3
111500,0.8575,0.6825,0.1854,0.261,0.00147,3.3
111600,0.8556,0.6809,0.177,0.2586,0.00147,3.3
111700,0.8538,0.6842,0.1884,0.2656,0.00147,3.2
111800,0.8607,0.6906,0.1814,0.2613,0.00147,3.3
111900,0.8369,0.6788,0.2009,0.255,0.00147,3.3
112000,0.8448,0.6766,0.182,0.2559,0.00147,3.2
112100,0.8509,0.6866,0.1939,0.2544,0.00147,3.2
112200,0.8445,0.6825,0.1896,0.254,0.00147,3.3
112300,0.8596,0.6833,0.181,0.2629,0.00148,3.3
112400,0.8523,0.6803,0.1867,0.2586,0.00148,3.3
112500,0.8486,0.6805,0.1895,0.26,0.00148,3.3
112600,0.8456,0.6829,0.1846,0.2558,0.00148,3.2
112700,0.8592,0.6824,0.1865,0.2662,0.00148,3.3
112800,0.8531,0.6837,0.1874,0.2611,0.00148,3.3
112900,0.849,0.6835,0.1858,0.2593,0.00148,3.3
113000,0.8499,0.6779,0.1883,0.2616,0.00149,3.3
113100,0.8417,0.6772,0.1982,0.2566,0.00149,3.3
113200,0.8448,0.6776,0.1925,0.261,0.00149,3.3
113300,0.8616,0.6856,0.1883,0.2714,0.00149,3.3
113400,0.8439,0.6848,0.194,0.2614,0.00149,3.2
113500,0.8518,0.6875,0.1959,0.2601,0.00149,3.2
113600,0.8419,0.6773,0.1863,0.2539,0.00149,3.3
113700,0.8548,0.6831,0.1911,0.2597,0.00149,3.2
113800,0.8478,0.6811,0.1901,0.2574,0.0015,3.3
113900,0.8406,0.6807,0.1924,0.255,0.0015,3.3
114000,0.8568,0.6844,0.1829,0.2636,0.0015,3.3
114100,0.8514,0.6864,0.1833,0.2559,0.0015,3.2
114200,0.8509,0.6842,0.1945,0.2621,0.0015,3.3
114300,0.8557,0.6867,0.1903,0.264,0.0015,3.3
114400,0.8603,0.683,0.1847,0.2639,0.0015,3.3
114500,0.8457,0.6818,0.1899,0.257,0.00151,3.3
114600,0.8548,0.6811,0.1848,0.2625,0.00151,3.3
114700,0.854,0.6821,0.1936,0.2654,0.00151,3.2
114800,0.8506,0.6829,0.1858,0.2546,0.00151,3.3
114900,0.8449,0.6793,0.1881,0.2587,0.00151,3.2
115000,0.8465,0.6791,0.1887,0.2593,0.00151,3.2
115100,0.8482,0.6773,0.1881,0.2607,0.00151,3.2
115200,0.8456,0.6846,0.182,0.2538,0.00151,3.2
115300,0.8401,0.6792,0.191,0.2559,0.00152,3.2
115400,0.8496,0.6822,0.193,0.2609,0.00152,3.3
115500,0.8562,0.6835,0.188,0.2625,0.00152,3.3
115600,0.8478,0.6785,0.187,0.2605,0.00152,3.3
115700,0.8487,0.681,0.1908,0.2573,0.00152,3.2
115800,0.8403,0.6788,0.1906,0.2533,0.00152,3.3
115900,0.8434,0.6801,0.198,0.2601,0.00152,3.2
116000,0.8555,0.6794,0.1827,0.2603,0.00153,3.3
116100,0.8458,0.6809,0.1964,0.2571,0.00153,3.3
116200,0.8608,0.6856,0.1941,0.2695,0.00153,3.3
116300,0.8269,0.6764,0.1899,0.243,0.00153,3.3
116400,0.8427,0.6797,0.1831,0.2556,0.00153,3.3
116500,0.8444,0.6838,0.196,0.259,0.00153,3.3
116600,0.84,0.6806,0.1913,0.2583,0.00153,3.3
116700,0.8524,0.682,0.19,0.2632,0.00153,3.3
116800,0.8422,0.6855,0.1847,0.2553,0.00154,3.3
116900,0.8541,0.6844,0.1833,0.2583,0.00154,3.3
117000,0.8542,0.6809,0.1839,0.258,0.00154,3.3
117100,0.8525,0.6867,0.1952,0.2637,0.00154,3.3
117200,0.8479,0.684,0.1938,0.2573,0.00154,3.3
117300,0.8497,0.6808,0.1859,0.2615,0.00154,3.3
117400,0.8521,0.6853,0.189,0.2621,0.00154,3.3
117500,0.8491,0.6738,0.1862,0.2609,0.00154,3.3
117600,0.8536,0.6834,0.1886,0.2621,0.00155,3.3
117700,0.8575,0.6818,0.1857,0.2666,0.00155,3.3
117800,0.8467,0.6811,0.1901,0.2555,0.00155,3.3
117900,0.8618,0.6815,0.1858,0.2671,0.00155,3.3
118000,0.8489,0.6833,0.194,0.2568,0.00155,3.3
118100,0.8463,0.6793,0.1952,0.2629,0.00155,3.3
118200,0.846,0.6788,0.1925,0.2581,0.00155,3.3
118300,0.8556,0.6827,0.1837,0.2617,0.00156,3.3
118400,0.846,0.6777,0.1831,0.2602,0.00156,3.3
118500,0.8392,0.6763,0.1899,0.2498,0.00156,3.2
118600,0.8477,0.682,0.19,0.2589,0.00156,3.2
118700,0.8406,0.6795,0.1901,0.2533,0.00156,3.3
118800,0.8599,0.6828,0.1892,0.2644,0.00156,3.3
118900,0.8541,0.6809,0.1931,0.2609,0.00156,3.3
119000,0.8387,0.6761,0.1896,0.256,0.00156,3.3
119100,0.8516,0.6793,0.1857,0.2598,0.00157,3.2
119200,0.8469,0.6784,0.1898,0.2599,0.00157,3.3
119300,0.8408,0.6769,0.1853,0.2543,0.00157,3.2
119400,0.848,0.6773,0.19,0.2628,0.00157,3.3
119500,0.8566,0.682,0.1804,0.2607,0.00157,3.3
119600,0.8357,0.6749,0.1842,0.253,0.00157,3.3
119700,0.845,0.6802,0.1866,0.2579,0.00157,3.3
119800,0.849,0.6794,0.1827,0.2582,0.00157,3.3
119900,0.8426,0.6754,0.1889,0.2557,0.00158,3.3
120000,0.8354,0.6801,0.1818,0.2505,0.00158,3.2
120100,0.8474,0.6801,0.1916,0.262,0.00158,3.2
120200,0.8412,0.6772,0.1939,0.2605,0.00158,3.3
120300,0.8491,0.6799,0.1931,0.2581,0.00158,3.3
120400,0.8558,0.6824,0.1908,0.2588,0.00158,3.3
120500,0.8444,0.6815,0.1965,0.2553,0.00158,3.2
120600,0.857,0.6815,0.1917,0.2658,0.00159,3.2
120700,0.8526,0.6808,0.1891,0.2603,0.00159,3.2
120800,0.8413,0.6756,0.1856,0.2544,0.00159,3.3
120900,0.8467,0.6822,0.1862,0.2553,0.00159,3.3
121000,0.8486,0.6844,0.2013,0.2595,0.00159,3.2
121100,0.8451,0.6775,0.1831,0.2559,0.00159,3.2
121200,0.8476,0.6798,0.1846,0.2588,0.00159,3.3
121300,0.852,0.6751,0.1771,0.2587,0.00159,3.3
121400,0.8377,0.6788,0.1964,0.2566,0.0016,3.2
121500,0.8492,0.6834,0.1913,0.2606,0.0016,3.3
121600,0.8532,0.6801,0.1932,0.2672,0.0016,3.2
121700,0.8398,0.6763,0.1845,0.249,0.0016,3.2
121800,0.8396,0.6728,0.1898,0.2571,0.0016,3.3
121900,0.8324,0.6725,0.193,0.2521,0.0016,3.3
122000,0.8425,0.678,0.1891,0.2564,0.0016,3.3
122100,0.8493,0.6819,0.1861,0.2577,0.00161,3.2
122200,0.8372,0.6699,0.1924,0.2588,0.00161,3.3
122300,0.8407,0.6777,0.196,0.2561,0.00161,3.3
122400,0.8395,0.6764,0.1752,0.2521,0.00161,3.2
122500,0.8434,0.673,0.1859,0.2608,0.00161,3.3
122600,0.8401,0.6727,0.1875,0.2547,0.00161,3.2
122700,0.8359,0.6739,0.1968,0.2539,0.00161,3.2
122800,0.8276,0.6698,0.1891,0.2496,0.00161,3.3
122900,0.8344,0.6761,0.2004,0.2566,0.00162,3.2
123000,0.8493,0.676,0.1811,0.2601,0.00162,3.3
123100,0.8405,0.6718,0.1896,0.2581,0.00162,3.3
123200,0.8459,0.678,0.1868,0.2564,0.00162,3.3
123300,0.8498,0.6788,0.1923,0.2628,0.00162,3.3
123400,0.8445,0.6775,0.1872,0.2551,0.00162,3.3
123500,0.8418,0.672,0.1735,0.2515,0.00162,3.3
123600,0.8432,0.6735,0.1823,0.258,0.00162,3.3
123700,0.8439,0.6778,0.1879,0.2565,0.00163,3.2
123800,0.8457,0.6795,0.189,0.2524,0.00163,3.3
123900,0.8402,0.6787,0.1923,0.2565,0.00163,3.2
124000,0.8355,0.6723,0.1849,0.2522,0.00163,3.3
124100,0.8394,0.6717,0.1922,0.2554,0.00163,3.3
124200,0.8481,0.6751,0.1861,0.2588,0.00163,3.3
124300,0.8319,0.6706,0.1911,0.2515,0.00163,3.3
124400,0.8325,0.6714,0.1908,0.2503,0.00164,3.3
124500,0.8337,0.6729,0.1924,0.2524,0.00164,3.3
124600,0.8445,0.6767,0.1948,0.2556,0.00164,3.3
124700,0.8416,0.676,0.1878,0.2589,0.00164,3.3
124800,0.8342,0.6713,0.1928,0.2514,0.00164,3.3
124900,0.8414,0.6736,0.1846,0.2557,0.00164,3.2
125000,0.848,0.679,0.1919,0.2592,0.00164,3.3
125100,0.8431,0.6774,0.1856,0.258,0.00164,3.2
125200,0.8426,0.6742,0.1938,0.2579,0.00165,3.2
125300,0.8335,0.6723,0.1917,0.2484,0.00165,3.3
125400,0.8401,0.6742,0.1852,0.2541,0.00165,3.3
125500,0.8424,0.6736,0.1886,0.2547,0.00165,3.3
125600,0.8417,0.6742,0.1911,0.2559,0.00165,3.3
125700,0.8475,0.6762,0.19,0.2592,0.00165,3.3
125800,0.8457,0.6768,0.1806,0.2584,0.00165,3.3
125900,0.846,0.6758,0.188,0.2605,0.00166,3.3
126000,0.8458,0.6753,0.1886,0.2597,0.00166,3.3
126100,0.836,0.668,0.1732,0.25,0.00166,3.2
126200,0.8425,0.6702,0.1834,0.2573,0.00166,3.2
126300,0.8246,0.6673,0.184,0.2471,0.00166,3.3
126400,0.834,0.6716,0.1929,0.2567,0.00166,3.3
126500,0.8319,0.6699,0.194,0.2543,0.00166,3.2
126600,0.8379,0.6727,0.1906,0.258,0.00166,3.2
126700,0.8393,0.6711,0.1796,0.2549,0.00167,3.3
126800,0.833,0.6664,0.1904,0.2523,0.00167,3.3
126900,0.8267,0.6669,0.184,0.2517,0.00167,3.2
127000,0.836,0.6663,0.1899,0.2578,0.00167,3.2
127100,0.8417,0.6707,0.1925,0.2601,0.00167,3.2
127200,0.8413,0.6705,0.1809,0.2576,0.00167,3.2
127300,0.8403,0.6731,0.1895,0.2538,0.00167,3.3
127400,0.8388,0.6741,0.1882,0.2556,0.00167,3.2
127500,0.8244,0.6668,0.1813,0.2483,0.00168,3.2
127600,0.8333,0.6683,0.1875,0.2536,0.00168,3.2
127700,0.8498,0.6741,0.1873,0.2611,0.00168,3.3
127800,0.8362,0.6693,0.1813,0.2592,0.00168,3.3
127900,0.8399,0.67,0.1807,0.2589,0.00168,3.3
128000,0.8397,0.6654,0.1777,0.2549,0.00168,3.3
128100,0.8291,0.6665,0.1935,0.2569,0.00168,3.3
128200,0.8307,0.6641,0.1896,0.2549,0.00169,3.2
128300,0.8294,0.6677,0.1833,0.2527,0.00169,3.3
128400,0.8181,0.6645,0.1798,0.242,0.00169,3.3
128500,0.825,0.6639,0.1912,0.2541,0.00169,3.2
128600,0.8388,0.6696,0.1783,0.2603,0.00169,3.2
128700,0.8326,0.664,0.1868,0.2538,0.00169,3.2
128800,0.8252,0.6588,0.1873,0.2534,0.00169,3.3
128900,0.8304,0.6679,0.1858,0.255,0.00169,3.3
129000,0.8281,0.6666,0.1893,0.257,0.0017,3.2
129100,0.8233,0.6657,0.1801,0.2482,0.0017,3.3
129200,0.831,0.6679,0.1906,0.2541,0.0017,3.3
129300,0.8293,0.6635,0.1844,0.2475,0.0017,3.3
129400,0.8395,0.6667,0.1908,0.2622,0.0017,3.3
129500,0.8363,0.6683,0.1819,0.2558,0.0017,3.2
129600,0.8329,0.6673,0.1862,0.2543,0.0017,3.2
129700,0.83,0.6667,0.182,0.2557,0.00171,3.2
129800,0.822,0.6594,0.1771,0.2448,0.00171,3.3
129900,0.8258,0.6648,0.1801,0.2492,0.00171,3.2
130000,0.8278,0.6624,0.1887,0.2538,0.00171,3.2
130100,0.819,0.6601,0.185,0.2463,0.00171,3.3
130200,0.8255,0.6654,0.1841,0.2482,0.00171,3.3
130300,0.8244,0.6625,0.1847,0.2514,0.00171,3.3
130400,0.8465,0.6756,0.1774,0.2581,0.00171,3.3
130500,0.8274,0.664,0.184,0.2548,0.00172,3.3
130600,0.842,0.6647,0.1821,0.2616,0.00172,3.3
130700,0.8357,0.6626,0.1792,0.2566,0.00172,3.3
130800,0.8364,0.6656,0.1867,0.2568,0.00172,3.3
130900,0.831,0.6659,0.179,0.2506,0.00172,3.3
131000,0.8281,0.6646,0.1845,0.2532,0.00172,3.2
131100,0.8159,0.6616,0.1928,0.247,0.00172,3.3
131200,0.8246,0.6609,0.1816,0.2502,0.00172,3.3
131300,0.8329,0.6643,0.1801,0.2545,0.00173,3.3
131400,0.8409,0.6653,0.1754,0.2604,0.00173,3.2
131500,0.8302,0.6658,0.1875,0.2555,0.00173,3.3
131600,0.8373,0.6651,0.1699,0.2572,0.00173,3.2
131700,0.8212,0.6623,0.1798,0.2486,0.00173,3.3
131800,0.8246,0.6631,0.1798,0.2477,0.00173,3.3
131900,0.8266,0.6644,0.1794,0.2514,0.00173,3.2
