step,loss,l2,ce,plan,lr,sps
268200,0.7591,0.6362,0.1141,0.2344,0.002,3.3
268300,0.7735,0.6376,0.11,0.2351,0.002,3.3
268400,0.7714,0.6348,0.1102,0.2315,0.002,3.2
268500,0.7863,0.6433,0.1108,0.2477,0.002,3.3
268600,0.7824,0.6428,0.111,0.242,0.002,3.3
268700,0.7712,0.6379,0.1159,0.2399,0.002,3.3
268800,0.7771,0.6373,0.0992,0.2319,0.002,3.3
268900,0.7704,0.6353,0.1059,0.2336,0.002,3.3
269000,0.7662,0.6381,0.1117,0.2382,0.002,3.3
269100,0.7661,0.6365,0.1068,0.2322,0.002,3.3
269200,0.7671,0.6342,0.1077,0.2305,0.002,3.3
269300,0.7704,0.6353,0.1116,0.2365,0.002,3.3
269400,0.7792,0.641,0.111,0.24,0.002,3.3
269500,0.76,0.634,0.1068,0.2317,0.002,3.3
269600,0.7704,0.6321,0.1076,0.2354,0.002,3.3
269700,0.7573,0.6337,0.109,0.2317,0.002,3.3
269800,0.7754,0.6387,0.1095,0.2407,0.002,3.3
269900,0.7707,0.6344,0.1114,0.2317,0.002,3.3
270000,0.7674,0.6374,0.1062,0.2361,0.002,3.3
270100,0.7703,0.6376,0.1078,0.2344,0.002,3.3
270200,0.7692,0.6358,0.1056,0.2326,0.002,3.3
270300,0.7785,0.6358,0.1027,0.2381,0.002,3.3
270400,0.7743,0.6361,0.1079,0.2375,0.002,3.3
270500,0.7861,0.638,0.1053,0.2446,0.002,3.3
270600,0.7676,0.637,0.111,0.2358,0.002,3.3
270700,0.7771,0.6364,0.1113,0.2412,0.002,3.3
270800,0.7726,0.6352,0.109,0.2381,0.002,3.3
270900,0.7653,0.6352,0.1074,0.2355,0.002,3.3
271000,0.7671,0.635,0.1094,0.2323,0.002,3.3
271100,0.7719,0.6375,0.1107,0.2337,0.002,3.3
271200,0.7716,0.6361,0.107,0.2341,0.002,3.3
271300,0.7752,0.6378,0.1071,0.2359,0.002,3.3
271400,0.7593,0.6328,0.1109,0.2328,0.002,3.3
271500,0.7656,0.6361,0.1071,0.2366,0.002,3.3
271600,0.7678,0.631,0.1109,0.2408,0.002,3.3
271700,0.792,0.6408,0.107,0.2519,0.002,3.3
271800,0.7721,0.6367,0.1063,0.234,0.002,3.3
271900,0.7691,0.6334,0.1046,0.2308,0.002,3.3
272000,0.7598,0.6323,0.1145,0.2348,0.002,3.3
272100,0.7764,0.6366,0.1089,0.2431,0.002,3.3
272200,0.775,0.6342,0.1086,0.238,0.002,3.3
272300,0.7778,0.6384,0.1133,0.2361,0.002,3.3
272400,0.7786,0.6364,0.1066,0.2409,0.002,3.3
272500,0.7642,0.6343,0.1044,0.231,0.002,3.3
272600,0.7689,0.6365,0.1074,0.2342,0.002,3.3
272700,0.7738,0.6336,0.107,0.2425,0.002,3.3
272800,0.7712,0.6325,0.1089,0.2365,0.002,3.3
272900,0.7656,0.6325,0.1073,0.2326,0.002,3.3
273000,0.768,0.6358,0.1083,0.2354,0.002,3.3
273100,0.781,0.6413,0.1108,0.2415,0.002,3.3
273200,0.7593,0.6338,0.1116,0.23,0.002,3.3
273300,0.7681,0.6341,0.1064,0.2348,0.002,3.3
273400,0.7721,0.6348,0.1073,0.2343,0.002,3.3
273500,0.776,0.6345,0.107,0.2377,0.002,3.3
273600,0.7679,0.6334,0.1089,0.2351,0.002,3.3
273700,0.7773,0.6378,0.1065,0.2419,0.002,3.3
273800,0.7569,0.6312,0.1045,0.2281,0.002,3.3
273900,0.7706,0.6338,0.1016,0.2372,0.002,3.3
274000,0.7618,0.6331,0.1132,0.2384,0.002,3.3
274100,0.7747,0.6415,0.1082,0.239,0.002,3.3
274200,0.7884,0.638,0.1024,0.2448,0.002,3.3
274300,0.7768,0.6372,0.1083,0.2402,0.002,3.3
274400,0.7784,0.6389,0.1085,0.2414,0.002,3.3
274500,0.7722,0.6373,0.1102,0.2346,0.002,3.3
274600,0.7697,0.6355,0.1085,0.2378,0.002,3.3
274700,0.7737,0.6344,0.1103,0.2371,0.002,3.3
274800,0.7692,0.6348,0.1042,0.2378,0.002,3.3
274900,0.7746,0.6346,0.1023,0.2404,0.002,3.3
275000,0.7663,0.6349,0.1131,0.2357,0.002,3.3
275100,0.7758,0.6417,0.112,0.2384,0.002,3.3
275200,0.7664,0.639,0.1117,0.2397,0.002,3.3
275300,0.7678,0.633,0.1067,0.2325,0.002,3.3
275400,0.7659,0.6329,0.1102,0.2344,0.002,3.3
275500,0.754,0.63,0.1155,0.2289,0.002,3.3
275600,0.7646,0.6334,0.1027,0.228,0.002,3.3
275700,0.77,0.638,0.1098,0.2375,0.002,3.3
275800,0.7857,0.6407,0.1039,0.2403,0.002,3.3
275900,0.7701,0.6387,0.1096,0.2353,0.002,3.3
276000,0.7595,0.6295,0.1072,0.2318,0.002,3.3
276100,0.7578,0.634,0.1107,0.2329,0.002,3.3
276200,0.7688,0.6392,0.1098,0.2363,0.002,3.3
276300,0.7542,0.6317,0.108,0.2316,0.002,3.3
276400,0.7771,0.6378,0.1103,0.2423,0.002,3.3
276500,0.7712,0.6346,0.1107,0.2355,0.002,3.3
276600,0.7856,0.641,0.115,0.244,0.002,3.3
276700,0.7643,0.6312,0.1064,0.2325,0.002,3.3
276800,0.7551,0.6296,0.1116,0.2314,0.002,3.3
276900,0.7833,0.6389,0.1049,0.2435,0.002,3.3
277000,0.7708,0.6396,0.1092,0.2393,0.002,3.3
277100,0.7782,0.6395,0.1047,0.2437,0.002,3.3
277200,0.7822,0.6382,0.1068,0.2418,0.002,3.3
277300,0.7706,0.6362,0.1073,0.2404,0.002,3.3
277400,0.7732,0.6381,0.1126,0.2373,0.002,3.3
277500,0.7769,0.6363,0.1046,0.2342,0.002,3.3
277600,0.7553,0.638,0.1084,0.2273,0.002,3.3
277700,0.7708,0.6331,0.1055,0.237,0.002,3.3
277800,0.7791,0.6372,0.1035,0.239,0.002,3.3
277900,0.7604,0.6299,0.109,0.2364,0.002,3.3
278000,0.7748,0.6344,0.1024,0.2379,0.002,3.3
278100,0.7696,0.6351,0.1046,0.233,0.002,3.3
278200,0.7727,0.6369,0.1078,0.241,0.002,3.3
278300,0.768,0.6361,0.1096,0.2316,0.002,3.3
278400,0.7783,0.6399,0.1038,0.2413,0.002,3.3
278500,0.7689,0.6355,0.1096,0.2343,0.002,3.3
278600,0.7789,0.6354,0.1064,0.2379,0.002,3.3
278700,0.7843,0.6424,0.1045,0.2415,0.002,3.3
278800,0.7604,0.6328,0.1082,0.2356,0.002,3.3
278900,0.7623,0.6316,0.1072,0.2389,0.002,3.3
279000,0.7771,0.6346,0.1096,0.2435,0.002,3.3
279100,0.7792,0.6319,0.1056,0.2423,0.002,3.3
279200,0.7668,0.6377,0.1095,0.2371,0.002,3.3
279300,0.7659,0.6332,0.1061,0.233,0.002,3.3
279400,0.7806,0.6369,0.1018,0.2406,0.002,3.3
279500,0.7712,0.6375,0.1046,0.2345,0.002,3.3
279600,0.778,0.6372,0.1027,0.2382,0.002,3.3
279700,0.7747,0.6375,0.1085,0.2369,0.002,3.3
279800,0.7646,0.6356,0.1093,0.2363,0.002,3.3
279900,0.7804,0.6403,0.1047,0.2414,0.002,3.3
280000,0.7667,0.6317,0.107,0.2358,0.002,3.3
280100,0.778,0.637,0.1102,0.2387,0.002,3.3
280200,0.7719,0.6394,0.1159,0.2435,0.002,3.3
280300,0.7598,0.6324,0.1044,0.2291,0.002,3.3
280400,0.7713,0.6372,0.1062,0.2398,0.002,3.3
280500,0.7696,0.6357,0.1077,0.2369,0.002,3.3
280600,0.7572,0.6302,0.1087,0.2298,0.002,3.3
280700,0.7754,0.6393,0.1058,0.2375,0.002,3.3
280800,0.7598,0.6337,0.1065,0.2319,0.002,3.3
280900,0.7659,0.6316,0.1063,0.2304,0.002,3.3
281000,0.7714,0.6363,0.1135,0.2356,0.002,3.3
281100,0.7768,0.6403,0.108,0.2388,0.002,3.3
281200,0.7723,0.6377,0.1105,0.2374,0.002,3.3
281300,0.773,0.6373,0.1083,0.2382,0.002,3.3
281400,0.769,0.6344,0.1077,0.2328,0.002,3.3
281500,0.7712,0.6348,0.1041,0.2392,0.002,3.3
281600,0.761,0.6352,0.1118,0.2337,0.002,3.3
281700,0.7671,0.634,0.1023,0.2324,0.002,3.3
281800,0.7669,0.6342,0.1035,0.232,0.002,3.3
281900,0.7665,0.6363,0.1054,0.2327,0.002,3.3
282000,0.769,0.634,0.1092,0.2346,0.002,3.4
282100,0.7695,0.6301,0.1059,0.2378,0.002,3.3
282200,0.7644,0.6346,0.1045,0.2325,0.002,3.3
282300,0.7707,0.6298,0.1028,0.2331,0.002,3.3
282400,0.7625,0.631,0.1094,0.2325,0.002,3.3
282500,0.7776,0.6389,0.1062,0.2379,0.002,3.3
282600,0.7727,0.6378,0.102,0.2348,0.002,3.3
282700,0.7692,0.6353,0.1068,0.2378,0.002,3.3
282800,0.7678,0.6358,0.109,0.2345,0.002,3.3
282900,0.7568,0.6349,0.1062,0.2308,0.002,3.4
283000,0.7719,0.6356,0.1031,0.2338,0.002,3.3
283100,0.7643,0.6327,0.1038,0.2344,0.002,3.3
283200,0.763,0.633,0.1096,0.2334,0.002,3.3
283300,0.7624,0.6324,0.1142,0.2335,0.002,3.4
283400,0.7711,0.6359,0.1086,0.2373,0.002,3.3
283500,0.7621,0.6319,0.1055,0.236,0.002,3.3
283600,0.7686,0.6391,0.1052,0.2327,0.002,3.3
283700,0.7655,0.63,0.1129,0.2379,0.002,3.3
283800,0.7829,0.641,0.1068,0.2467,0.002,3.3
283900,0.7733,0.6342,0.1068,0.2381,0.002,3.3
284000,0.7781,0.6373,0.1083,0.2358,0.002,3.3
284100,0.7745,0.6341,0.106,0.2388,0.002,3.3
284200,0.7592,0.6338,0.1119,0.2289,0.002,3.3
284300,0.7722,0.6377,0.1025,0.2349,0.002,3.3
284400,0.7672,0.6323,0.1031,0.2336,0.002,3.3
284500,0.7673,0.6315,0.109,0.235,0.002,3.3
284600,0.7616,0.6375,0.1107,0.2325,0.002,3.3
284700,0.7635,0.6298,0.1045,0.23,0.002,3.3
284800,0.7606,0.6318,0.1055,0.2301,0.002,3.3
284900,0.7701,0.6346,0.1063,0.2343,0.002,3.3
285000,0.7596,0.6349,0.1037,0.23,0.002,3.3
285100,0.7728,0.6402,0.1076,0.2378,0.002,3.4
285200,0.7738,0.6367,0.1047,0.2366,0.002,3.3
285300,0.7749,0.637,0.105,0.2362,0.002,3.3
285400,0.7563,0.6286,0.1091,0.2318,0.002,3.3
285500,0.7689,0.6311,0.1076,0.2329,0.002,3.3
285600,0.7703,0.6349,0.1067,0.2369,0.002,3.3
285700,0.753,0.6299,0.1118,0.2322,0.002,3.3
285800,0.7667,0.6338,0.1075,0.2325,0.002,3.3
285900,0.7754,0.6354,0.1067,0.2407,0.002,3.3
286000,0.7595,0.6281,0.1057,0.2277,0.002,3.4
286100,0.7674,0.633,0.1036,0.2342,0.002,3.3
286200,0.7684,0.6342,0.1069,0.241,0.002,3.3
286300,0.7777,0.6388,0.1046,0.2381,0.002,3.3
286400,0.7611,0.6334,0.1075,0.2305,0.002,3.3
286500,0.767,0.6321,0.1008,0.2363,0.002,3.3
286600,0.7698,0.6383,0.1081,0.2346,0.002,3.3
286700,0.7798,0.6377,0.1012,0.2436,0.002,3.3
286800,0.773,0.635,0.1069,0.2392,0.002,3.3
286900,0.7647,0.6303,0.1025,0.2344,0.002,3.3
287000,0.7807,0.6373,0.1001,0.2359,0.002,3.3
287100,0.7723,0.6359,0.1041,0.2342,0.002,3.3
287200,0.7788,0.634,0.0986,0.2377,0.002,3.3
287300,0.7569,0.6346,0.1119,0.2281,0.002,3.3
287400,0.7687,0.6373,0.1045,0.2324,0.002,3.3
287500,0.7703,0.6384,0.1046,0.2356,0.002,3.3
287600,0.7659,0.6351,0.1043,0.2291,0.002,3.3
287700,0.7574,0.6391,0.1103,0.2322,0.002,3.2
287800,0.7778,0.64,0.1051,0.2411,0.002,3.3
287900,0.7684,0.6344,0.1033,0.2314,0.002,3.3
288000,0.7603,0.6362,0.1105,0.2379,0.002,3.3
288100,0.7643,0.6362,0.1064,0.2361,0.002,3.3
288200,0.7694,0.6351,0.1051,0.2399,0.002,3.3
288300,0.7685,0.6377,0.1035,0.2325,0.002,3.3
288400,0.7688,0.632,0.1056,0.2336,0.002,3.3
288500,0.76,0.6341,0.1053,0.2309,0.002,3.3
288600,0.7736,0.6346,0.1054,0.2381,0.002,3.3
288700,0.7623,0.6346,0.1088,0.2348,0.002,3.3
288800,0.7624,0.6349,0.1105,0.2315,0.002,3.3
288900,0.7732,0.6371,0.1093,0.2405,0.002,3.3
289000,0.7782,0.6403,0.1041,0.2398,0.002,3.3
289100,0.7582,0.6331,0.1042,0.231,0.002,3.3
289200,0.7706,0.6394,0.1067,0.238,0.002,3.3
289300,0.7807,0.6412,0.1039,0.2458,0.002,3.3
289400,0.7724,0.6352,0.1037,0.239,0.002,3.3
289500,0.7853,0.642,0.107,0.2459,0.002,3.3
289600,0.7683,0.6341,0.1084,0.2354,0.002,3.3
289700,0.7764,0.6361,0.1067,0.2382,0.002,3.3
289800,0.774,0.641,0.1052,0.233,0.002,3.3
289900,0.7624,0.6313,0.102,0.2303,0.002,3.3
290000,0.7634,0.6332,0.1023,0.2299,0.002,3.3
290100,0.7722,0.6343,0.107,0.2369,0.002,3.3
290200,0.7659,0.6345,0.1092,0.2344,0.002,3.3
290300,0.7531,0.6286,0.1099,0.2291,0.002,3.3
290400,0.7683,0.6357,0.1045,0.234,0.002,3.3
290500,0.7761,0.6358,0.1058,0.2378,0.002,3.3
290600,0.775,0.6385,0.1062,0.2387,0.002,3.3
290700,0.7727,0.6348,0.1054,0.2394,0.002,3.3
290800,0.7713,0.6387,0.1076,0.2371,0.002,3.3
290900,0.778,0.6362,0.0992,0.2367,0.002,3.3
291000,0.778,0.6389,0.1003,0.2425,0.002,3.3
291100,0.7645,0.6383,0.1052,0.2295,0.002,3.3
291200,0.7867,0.6381,0.1053,0.247,0.002,3.3
291300,0.7702,0.6366,0.1066,0.2363,0.002,3.3
291400,0.7627,0.6317,0.1104,0.2356,0.002,3.3
291500,0.7738,0.6382,0.1073,0.2398,0.002,3.3
291600,0.7762,0.6367,0.1066,0.2397,0.002,3.3
291700,0.7648,0.6377,0.1131,0.2336,0.002,3.3
291800,0.7645,0.6318,0.1079,0.2342,0.002,3.4
291900,0.7663,0.6322,0.1027,0.2312,0.002,3.3
292000,0.7517,0.6294,0.1052,0.2269,0.002,3.3
292100,0.7741,0.6343,0.1021,0.2393,0.002,3.3
292200,0.7687,0.6385,0.1046,0.2382,0.002,3.3
292300,0.7716,0.6338,0.1044,0.2348,0.002,3.3
292400,0.77,0.6348,0.1061,0.2342,0.002,3.2
292500,0.7677,0.6327,0.1119,0.2417,0.002,3.3
292600,0.7723,0.6345,0.1087,0.2432,0.002,3.3
292700,0.78,0.6355,0.1045,0.2449,0.002,3.3
292800,0.7649,0.6337,0.111,0.2335,0.002,3.3
292900,0.7741,0.6381,0.1038,0.2381,0.002,3.3
293000,0.7739,0.6379,0.1062,0.2354,0.002,3.3
293100,0.7703,0.6355,0.1097,0.2349,0.002,3.3
293200,0.7576,0.6331,0.106,0.2314,0.002,3.3
293300,0.7757,0.6438,0.1097,0.2434,0.002,3.3
293400,0.768,0.634,0.1043,0.2385,0.002,3.3
293500,0.7737,0.6346,0.1047,0.2378,0.002,3.3
293600,0.7781,0.637,0.1033,0.244,0.002,3.3
293700,0.7802,0.6414,0.096,0.2376,0.002,3.3
293800,0.7702,0.6351,0.1071,0.2338,0.002,3.3
293900,0.772,0.6358,0.1042,0.2421,0.002,3.3
294000,0.7704,0.6374,0.1123,0.2364,0.002,3.3
294100,0.7715,0.6349,0.1057,0.2415,0.002,3.3
294200,0.7684,0.6368,0.1056,0.2321,0.002,3.3
294300,0.7768,0.6369,0.1044,0.2413,0.002,3.3
294400,0.7697,0.6334,0.1063,0.2396,0.002,3.3
294500,0.7709,0.6358,0.1069,0.2374,0.002,3.3
294600,0.7727,0.639,0.1063,0.2382,0.002,3.3
294700,0.7613,0.6337,0.1036,0.2336,0.002,3.3
294800,0.768,0.6362,0.0986,0.2371,0.002,3.3
294900,0.7604,0.6282,0.1039,0.2291,0.002,3.3
295000,0.7668,0.6341,0.0989,0.2337,0.002,3.3
295100,0.7601,0.6333,0.1078,0.2353,0.002,3.3
295200,0.7798,0.6367,0.1014,0.2401,0.002,3.3
295300,0.7553,0.6298,0.1066,0.2298,0.002,3.3
295400,0.7614,0.6312,0.1056,0.232,0.002,3.3
295500,0.7639,0.6327,0.1052,0.2336,0.002,3.3
295600,0.7652,0.6343,0.1021,0.2326,0.002,3.3
295700,0.7637,0.6335,0.1123,0.2338,0.002,3.2
295800,0.7548,0.6285,0.1042,0.2309,0.002,3.3
295900,0.7677,0.6359,0.1048,0.2369,0.002,3.3
296000,0.765,0.6315,0.1023,0.2324,0.002,3.3
296100,0.7604,0.6325,0.1042,0.232,0.002,3.3
296200,0.7751,0.6383,0.1033,0.2397,0.002,3.3
296300,0.7712,0.6365,0.1052,0.2401,0.002,3.3
296400,0.769,0.6368,0.1115,0.2347,0.002,3.2
296500,0.7681,0.6318,0.1045,0.2392,0.002,3.3
296600,0.7579,0.6324,0.107,0.2312,0.002,3.3
296700,0.7738,0.6393,0.1051,0.2389,0.002,3.3
296800,0.7739,0.6336,0.1054,0.2388,0.002,3.3
296900,0.7677,0.6355,0.1044,0.2315,0.002,3.3
297000,0.771,0.6335,0.1016,0.2381,0.002,3.3
297100,0.7663,0.6321,0.1025,0.2371,0.002,3.3
297200,0.7737,0.6368,0.1083,0.2416,0.002,3.3
297300,0.7619,0.6297,0.1038,0.2377,0.002,3.3
297400,0.7743,0.639,0.1035,0.2378,0.002,3.3
297500,0.7603,0.6313,0.1035,0.2248,0.002,3.3
297600,0.7629,0.63,0.1031,0.2351,0.002,3.3
297700,0.7604,0.6263,0.1051,0.2352,0.002,3.3
297800,0.7575,0.6286,0.1067,0.2337,0.002,3.3
297900,0.7626,0.631,0.1083,0.2363,0.002,3.3
298000,0.7708,0.6384,0.1078,0.2391,0.002,3.3
298100,0.7649,0.6325,0.0968,0.2287,0.002,3.3
298200,0.7619,0.6339,0.1028,0.23,0.002,3.3
298300,0.7726,0.6313,0.103,0.2393,0.002,3.3
298400,0.7738,0.6355,0.1001,0.2388,0.002,3.3
298500,0.7784,0.638,0.1044,0.2404,0.002,3.3
298600,0.7609,0.634,0.1027,0.2281,0.002,3.3
298700,0.7624,0.6327,0.1024,0.2376,0.002,3.3
298800,0.7692,0.6305,0.1026,0.2379,0.002,3.3
298900,0.7722,0.6351,0.1044,0.2397,0.002,3.3
299000,0.763,0.6379,0.1032,0.2278,0.002,3.3
299100,0.7805,0.6405,0.1038,0.2416,0.002,3.3
299200,0.7605,0.6338,0.1031,0.2343,0.002,3.3
299300,0.7686,0.6308,0.1087,0.2376,0.002,3.3
299400,0.7718,0.6363,0.1026,0.2373,0.002,3.3
299500,0.7686,0.633,0.1037,0.2392,0.002,3.3
299600,0.7595,0.6377,0.1064,0.2294,0.002,3.3
299700,0.7673,0.6292,0.1045,0.2343,0.002,3.3
299800,0.7715,0.6367,0.1056,0.239,0.002,3.3
299900,0.7742,0.6372,0.1004,0.2348,0.002,3.3
300000,0.7603,0.633,0.106,0.2327,0.002,3.3
300100,0.7724,0.6403,0.1031,0.2373,0.002,3.3
300200,0.7759,0.6374,0.1048,0.2451,0.002,3.3
300300,0.7639,0.6336,0.1047,0.2304,0.002,3.3
300400,0.7641,0.6347,0.1049,0.2373,0.002,3.3
300500,0.7754,0.6338,0.0973,0.2402,0.002,3.3
300600,0.7603,0.6343,0.1034,0.2314,0.002,3.3
300700,0.755,0.6308,0.1045,0.2269,0.002,3.3
300800,0.7664,0.6308,0.1029,0.2342,0.002,3.3
300900,0.7634,0.6332,0.1054,0.2303,0.002,3.3
301000,0.7643,0.633,0.0963,0.235,0.002,3.3
301100,0.7727,0.6388,0.105,0.2361,0.002,3.3
301200,0.7775,0.6379,0.1036,0.2396,0.002,3.3
301300,0.7679,0.6333,0.1034,0.2354,0.002,3.3
301400,0.7643,0.6351,0.1045,0.2338,0.002,3.3
301500,0.769,0.6317,0.1,0.2323,0.002,3.3
301600,0.7638,0.6323,0.1021,0.2326,0.002,3.3
301700,0.7637,0.6326,0.1042,0.2345,0.002,3.3
301800,0.7633,0.6319,0.1048,0.2347,0.002,3.4
301900,0.7658,0.6325,0.1024,0.2384,0.002,3.3
302000,0.7614,0.6278,0.1037,0.2302,0.002,3.3
302100,0.7752,0.6373,0.1017,0.2382,0.002,3.3
302200,0.7805,0.638,0.0993,0.2423,0.002,3.3
302300,0.7736,0.6338,0.1009,0.2386,0.002,3.3
302400,0.7621,0.6285,0.1044,0.2365,0.002,3.3
302500,0.7677,0.6367,0.1052,0.2355,0.002,3.3
302600,0.7805,0.6379,0.0994,0.2395,0.002,3.3
302700,0.7608,0.6307,0.1038,0.2331,0.002,3.3
302800,0.7546,0.6304,0.1012,0.2245,0.002,3.4
302900,0.773,0.6358,0.1034,0.2413,0.002,3.3
303000,0.7711,0.6343,0.0998,0.2354,0.002,3.3
303100,0.7663,0.6312,0.1009,0.2324,0.002,3.3
