timestamp, index, pstate, temperature.gpu, power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2026/07/03 16:07:23.676, 6, P2, 40, 173.65 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:23.676, 7, P2, 40, 176.13 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:24.677, 0, P2, 41, 178.09 W, 7888 MiB, 100 %, 22 %
2026/07/03 16:07:24.681, 1, P2, 41, 187.74 W, 7952 MiB, 100 %, 42 %
2026/07/03 16:07:24.682, 2, P2, 50, 199.70 W, 7892 MiB, 100 %, 21 %
2026/07/03 16:07:24.683, 3, P2, 43, 186.48 W, 7892 MiB, 99 %, 62 %
2026/07/03 16:07:24.684, 4, P2, 41, 183.49 W, 7892 MiB, 99 %, 65 %
2026/07/03 16:07:24.685, 5, P2, 40, 194.32 W, 7892 MiB, 100 %, 15 %
2026/07/03 16:07:24.699, 6, P2, 41, 174.65 W, 7892 MiB, 100 %, 55 %
2026/07/03 16:07:24.700, 7, P2, 40, 176.39 W, 7892 MiB, 100 %, 40 %
2026/07/03 16:07:25.701, 0, P2, 47, 201.32 W, 7888 MiB, 95 %, 33 %
2026/07/03 16:07:25.702, 1, P2, 47, 212.43 W, 7952 MiB, 96 %, 5 %
2026/07/03 16:07:25.703, 2, P2, 54, 211.08 W, 7892 MiB, 98 %, 40 %
2026/07/03 16:07:25.705, 3, P2, 49, 202.32 W, 7892 MiB, 100 %, 11 %
2026/07/03 16:07:25.705, 4, P2, 47, 192.88 W, 7892 MiB, 100 %, 10 %
2026/07/03 16:07:25.706, 5, P2, 47, 221.45 W, 7892 MiB, 95 %, 40 %
2026/07/03 16:07:25.707, 6, P2, 47, 189.74 W, 7892 MiB, 100 %, 8 %
2026/07/03 16:07:25.709, 7, P2, 46, 208.24 W, 7892 MiB, 95 %, 16 %
2026/07/03 16:07:26.710, 0, P2, 47, 150.19 W, 7888 MiB, 95 %, 34 %
2026/07/03 16:07:26.712, 1, P2, 47, 157.21 W, 7952 MiB, 91 %, 1 %
2026/07/03 16:07:26.713, 2, P2, 54, 151.47 W, 7892 MiB, 92 %, 36 %
2026/07/03 16:07:26.714, 3, P2, 49, 148.73 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:26.715, 4, P2, 47, 146.94 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:26.716, 5, P2, 46, 167.80 W, 7892 MiB, 95 %, 40 %
2026/07/03 16:07:26.717, 6, P2, 47, 139.30 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:26.718, 7, P2, 46, 151.33 W, 7892 MiB, 95 %, 16 %
2026/07/03 16:07:27.720, 0, P2, 48, 190.11 W, 7888 MiB, 95 %, 18 %
2026/07/03 16:07:27.722, 1, P2, 48, 204.12 W, 7952 MiB, 100 %, 2 %
2026/07/03 16:07:27.723, 2, P2, 56, 191.94 W, 7892 MiB, 98 %, 30 %
2026/07/03 16:07:27.724, 3, P2, 49, 191.96 W, 7892 MiB, 100 %, 29 %
2026/07/03 16:07:27.725, 4, P2, 47, 186.90 W, 7892 MiB, 100 %, 18 %
2026/07/03 16:07:27.726, 5, P2, 47, 208.21 W, 7892 MiB, 95 %, 23 %
2026/07/03 16:07:27.727, 6, P2, 46, 178.59 W, 7892 MiB, 100 %, 23 %
2026/07/03 16:07:27.728, 7, P2, 46, 190.47 W, 7892 MiB, 99 %, 1 %
2026/07/03 16:07:28.729, 0, P2, 44, 220.01 W, 7888 MiB, 89 %, 61 %
2026/07/03 16:07:28.730, 1, P2, 43, 237.47 W, 7952 MiB, 98 %, 42 %
2026/07/03 16:07:28.731, 2, P2, 52, 215.76 W, 7892 MiB, 92 %, 47 %
2026/07/03 16:07:28.732, 3, P2, 46, 234.74 W, 7892 MiB, 86 %, 19 %
2026/07/03 16:07:28.733, 4, P2, 43, 231.30 W, 7892 MiB, 100 %, 56 %
2026/07/03 16:07:28.737, 5, P2, 42, 245.24 W, 7892 MiB, 99 %, 62 %
2026/07/03 16:07:28.737, 6, P2, 42, 221.77 W, 7892 MiB, 100 %, 47 %
2026/07/03 16:07:28.741, 7, P2, 42, 225.60 W, 7892 MiB, 94 %, 49 %
2026/07/03 16:07:29.742, 0, P2, 40, 158.68 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:07:29.743, 1, P2, 41, 156.90 W, 7952 MiB, 100 %, 0 %
2026/07/03 16:07:29.744, 2, P2, 50, 148.26 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:29.744, 3, P2, 42, 150.71 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:29.745, 4, P2, 40, 151.04 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:29.746, 5, P2, 40, 166.33 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:29.747, 6, P2, 40, 133.99 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:29.747, 7, P2, 40, 142.77 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:30.748, 0, P2, 41, 178.51 W, 7888 MiB, 100 %, 40 %
2026/07/03 16:07:30.750, 1, P2, 41, 196.55 W, 7952 MiB, 99 %, 66 %
2026/07/03 16:07:30.751, 2, P2, 52, 190.18 W, 7892 MiB, 100 %, 28 %
2026/07/03 16:07:30.752, 3, P2, 43, 186.59 W, 7892 MiB, 100 %, 18 %
2026/07/03 16:07:30.755, 4, P2, 41, 193.95 W, 7892 MiB, 100 %, 18 %
2026/07/03 16:07:30.756, 5, P2, 41, 194.81 W, 7892 MiB, 100 %, 33 %
2026/07/03 16:07:30.756, 6, P2, 41, 175.05 W, 7892 MiB, 100 %, 15 %
2026/07/03 16:07:30.758, 7, P2, 41, 185.17 W, 7892 MiB, 100 %, 56 %
2026/07/03 16:07:31.759, 0, P2, 41, 185.84 W, 7888 MiB, 100 %, 48 %
2026/07/03 16:07:31.760, 1, P2, 42, 192.10 W, 7952 MiB, 78 %, 52 %
2026/07/03 16:07:31.761, 2, P2, 51, 186.47 W, 7892 MiB, 85 %, 35 %
2026/07/03 16:07:31.762, 3, P2, 44, 187.81 W, 7892 MiB, 100 %, 42 %
2026/07/03 16:07:31.763, 4, P2, 41, 185.60 W, 7892 MiB, 100 %, 27 %
2026/07/03 16:07:31.764, 5, P2, 41, 197.46 W, 7892 MiB, 100 %, 41 %
2026/07/03 16:07:31.765, 6, P2, 41, 175.88 W, 7892 MiB, 100 %, 27 %
2026/07/03 16:07:31.766, 7, P2, 41, 178.15 W, 7892 MiB, 99 %, 62 %
2026/07/03 16:07:32.767, 0, P2, 45, 133.55 W, 7888 MiB, 100 %, 1 %
2026/07/03 16:07:32.768, 1, P2, 46, 151.49 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:07:32.769, 2, P2, 54, 155.05 W, 7892 MiB, 100 %, 19 %
2026/07/03 16:07:32.770, 3, P2, 47, 142.19 W, 7892 MiB, 88 %, 1 %
2026/07/03 16:07:32.771, 4, P2, 46, 136.43 W, 7892 MiB, 96 %, 7 %
2026/07/03 16:07:32.772, 5, P2, 46, 150.96 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:32.773, 6, P2, 47, 127.42 W, 7892 MiB, 98 %, 12 %
2026/07/03 16:07:32.773, 7, P2, 46, 129.82 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:33.775, 0, P2, 47, 225.30 W, 7888 MiB, 95 %, 33 %
2026/07/03 16:07:33.776, 1, P2, 47, 231.16 W, 7952 MiB, 91 %, 1 %
2026/07/03 16:07:33.776, 2, P2, 52, 217.46 W, 7892 MiB, 89 %, 33 %
2026/07/03 16:07:33.777, 3, P2, 50, 235.84 W, 7892 MiB, 85 %, 48 %
2026/07/03 16:07:33.778, 4, P2, 48, 221.28 W, 7892 MiB, 95 %, 55 %
2026/07/03 16:07:33.780, 5, P2, 47, 245.33 W, 7892 MiB, 95 %, 40 %
2026/07/03 16:07:33.780, 6, P2, 47, 213.85 W, 7892 MiB, 95 %, 57 %
2026/07/03 16:07:33.781, 7, P2, 47, 204.37 W, 7892 MiB, 86 %, 11 %
2026/07/03 16:07:34.782, 0, P2, 41, 207.39 W, 7888 MiB, 100 %, 61 %
2026/07/03 16:07:34.783, 1, P2, 42, 216.11 W, 7952 MiB, 100 %, 25 %
2026/07/03 16:07:34.784, 2, P2, 52, 211.23 W, 7892 MiB, 99 %, 44 %
2026/07/03 16:07:34.785, 3, P2, 44, 230.40 W, 7892 MiB, 100 %, 41 %
2026/07/03 16:07:34.787, 4, P2, 41, 221.26 W, 7892 MiB, 100 %, 41 %
2026/07/03 16:07:34.788, 5, P2, 41, 218.55 W, 7892 MiB, 100 %, 60 %
2026/07/03 16:07:34.789, 6, P2, 42, 209.39 W, 7892 MiB, 100 %, 39 %
2026/07/03 16:07:34.789, 7, P2, 41, 221.75 W, 7892 MiB, 95 %, 57 %
2026/07/03 16:07:35.791, 0, P2, 42, 181.67 W, 7888 MiB, 91 %, 63 %
2026/07/03 16:07:35.792, 1, P2, 42, 189.49 W, 7952 MiB, 94 %, 37 %
2026/07/03 16:07:35.793, 2, P2, 52, 186.75 W, 7892 MiB, 83 %, 47 %
2026/07/03 16:07:35.793, 3, P2, 45, 195.55 W, 7892 MiB, 93 %, 53 %
2026/07/03 16:07:35.795, 4, P2, 42, 191.70 W, 7892 MiB, 93 %, 54 %
2026/07/03 16:07:35.796, 5, P2, 42, 196.40 W, 7892 MiB, 94 %, 59 %
2026/07/03 16:07:35.797, 6, P2, 42, 180.13 W, 7892 MiB, 85 %, 47 %
2026/07/03 16:07:35.798, 7, P2, 42, 189.19 W, 7892 MiB, 84 %, 46 %
2026/07/03 16:07:36.799, 0, P2, 43, 185.34 W, 7888 MiB, 100 %, 35 %
2026/07/03 16:07:36.800, 1, P2, 44, 192.72 W, 7952 MiB, 90 %, 1 %
2026/07/03 16:07:36.801, 2, P2, 52, 200.73 W, 7892 MiB, 100 %, 24 %
2026/07/03 16:07:36.802, 3, P2, 46, 206.49 W, 7892 MiB, 100 %, 15 %
2026/07/03 16:07:36.803, 4, P2, 43, 194.15 W, 7892 MiB, 100 %, 15 %
2026/07/03 16:07:36.804, 5, P2, 46, 199.91 W, 7892 MiB, 100 %, 24 %
2026/07/03 16:07:36.805, 6, P2, 46, 191.15 W, 7892 MiB, 100 %, 5 %
2026/07/03 16:07:36.806, 7, P2, 43, 189.90 W, 7892 MiB, 100 %, 48 %
2026/07/03 16:07:37.807, 0, P2, 48, 208.30 W, 7888 MiB, 96 %, 11 %
2026/07/03 16:07:37.808, 1, P2, 48, 219.13 W, 7952 MiB, 95 %, 48 %
2026/07/03 16:07:37.810, 2, P2, 54, 214.79 W, 7892 MiB, 99 %, 26 %
2026/07/03 16:07:37.811, 3, P2, 50, 208.68 W, 7892 MiB, 95 %, 31 %
2026/07/03 16:07:37.812, 4, P2, 48, 204.37 W, 7892 MiB, 95 %, 31 %
2026/07/03 16:07:37.813, 5, P2, 48, 229.85 W, 7892 MiB, 98 %, 18 %
2026/07/03 16:07:37.813, 6, P2, 48, 197.03 W, 7892 MiB, 95 %, 33 %
2026/07/03 16:07:37.815, 7, P2, 47, 215.84 W, 7892 MiB, 97 %, 57 %
2026/07/03 16:07:38.815, 0, P2, 41, 175.37 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:07:38.817, 1, P2, 41, 180.58 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:07:38.818, 2, P2, 52, 171.31 W, 7892 MiB, 100 %, 4 %
2026/07/03 16:07:38.819, 3, P2, 43, 187.38 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:38.819, 4, P2, 41, 183.73 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:38.820, 5, P2, 41, 184.83 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:38.821, 6, P2, 41, 174.52 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:38.822, 7, P2, 40, 161.51 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:39.823, 0, P2, 40, 127.18 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:07:39.824, 1, P2, 41, 136.71 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:07:39.825, 2, P2, 52, 139.31 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:39.827, 3, P2, 43, 134.82 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:39.828, 4, P2, 41, 134.45 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:39.829, 5, P2, 40, 143.40 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:39.829, 6, P2, 40, 123.72 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:39.830, 7, P2, 40, 128.24 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:40.831, 0, P2, 44, 168.10 W, 7888 MiB, 85 %, 23 %
2026/07/03 16:07:40.832, 1, P2, 44, 185.74 W, 7952 MiB, 97 %, 67 %
2026/07/03 16:07:40.833, 2, P2, 53, 186.97 W, 7892 MiB, 90 %, 29 %
2026/07/03 16:07:40.834, 3, P2, 46, 188.33 W, 7892 MiB, 95 %, 51 %
2026/07/03 16:07:40.835, 4, P2, 44, 185.20 W, 7892 MiB, 87 %, 45 %
2026/07/03 16:07:40.836, 5, P2, 43, 193.15 W, 7892 MiB, 95 %, 35 %
2026/07/03 16:07:40.837, 6, P2, 43, 175.98 W, 7892 MiB, 95 %, 53 %
2026/07/03 16:07:40.838, 7, P2, 44, 176.13 W, 7892 MiB, 99 %, 64 %
2026/07/03 16:07:41.839, 0, P2, 40, 163.60 W, 7888 MiB, 100 %, 0 %
2026/07/03 16:07:41.840, 1, P2, 41, 163.86 W, 7952 MiB, 100 %, 1 %
2026/07/03 16:07:41.841, 2, P2, 51, 153.00 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:41.841, 3, P2, 43, 149.10 W, 7892 MiB, 100 %, 0 %
2026/07/03 16:07:41.842, 4, P2, 41, 153.09 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:41.843, 5, P2, 40, 169.95 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:41.844, 6, P2, 40, 137.52 W, 7892 MiB, 100 %, 1 %
2026/07/03 16:07:41.845, 7, P2, 40, 152.16 W, 7892 MiB, 100 %, 1 %
