step,optimizer_step_est,tokens_b,progress,loss,l2,ce,plan,lr,sps
110300,6893.75,3.6143104,72.28426129810212,0.8195,0.6574,0.1664,0.2547,0.00145,3.3
110400,6900.0,3.6175872,72.34979553318654,0.8298,0.6629,0.1662,0.2569,0.00145,3.2
110500,6906.25,3.620864,72.41532976827094,0.8127,0.6545,0.1636,0.2495,0.00145,3.2
110600,6912.5,3.6241408,72.48086400335535,0.8165,0.657,0.1663,0.2534,0.00145,3.2
110700,6918.75,3.6274176,72.54639823843976,0.8297,0.657,0.1612,0.2613,0.00146,3.2
110800,6925.0,3.6306944,72.61193247352416,0.8258,0.6602,0.1644,0.2585,0.00146,3.2
110900,6931.25,3.6339712,72.67746670860858,0.8176,0.6556,0.1649,0.2541,0.00146,3.2
111000,6937.5,3.637248,72.74300094369298,0.8282,0.6623,0.1641,0.2592,0.00146,3.2
111100,6943.75,3.6405248,72.80853517877739,0.8259,0.6558,0.1677,0.2593,0.00146,3.2
111200,6950.0,3.6438016,72.8740694138618,0.8277,0.6606,0.172,0.2568,0.00146,3.2
111300,6956.25,3.6470784,72.9396036489462,0.8207,0.6582,0.1603,0.2523,0.00146,3.2
111400,6962.5,3.6503552,73.00513788403062,0.8131,0.6563,0.1662,0.2541,0.00146,3.2
111500,6968.75,3.653632,73.07067211911502,0.829,0.6589,0.1642,0.2563,0.00147,3.2
111600,6975.0,3.6569088,73.13620635419943,0.8258,0.6565,0.1567,0.2536,0.00147,3.2
111700,6981.25,3.6601856,73.20174058928384,0.8249,0.6605,0.1655,0.261,0.00147,3.2
111800,6987.5,3.6634624,73.26727482436824,0.8306,0.6654,0.1598,0.2566,0.00147,3.3
111900,6993.75,3.6667392,73.33280905945266,0.8074,0.6545,0.1761,0.2507,0.00147,3.3
112000,7000.0,3.670016,73.39834329453706,0.8153,0.6525,0.1598,0.2512,0.00147,3.2
112100,7006.25,3.6732928,73.46387752962148,0.8209,0.6619,0.1697,0.2497,0.00147,3.2
112200,7012.5,3.6765696,73.52941176470588,0.8152,0.6584,0.1666,0.2495,0.00147,3.3
112300,7018.75,3.6798464,73.5949459997903,0.8307,0.6597,0.1595,0.2582,0.00148,3.2
112400,7025.0,3.6831232,73.6604802348747,0.8231,0.6562,0.1644,0.2541,0.00148,3.2
112500,7031.25,3.6864,73.72601446995911,0.8195,0.6565,0.1658,0.2556,0.00148,3.2
112600,7037.5,3.6896768,73.79154870504352,0.8149,0.6575,0.1617,0.2511,0.00148,3.2
112700,7043.75,3.6929536,73.85708294012792,0.8296,0.6585,0.1634,0.2612,0.00148,3.2
112800,7050.0,3.6962304,73.92261717521234,0.8236,0.6594,0.1637,0.2565,0.00148,3.3
112900,7056.25,3.6995072,73.98815141029674,0.8199,0.6598,0.1623,0.2546,0.00148,3.2
113000,7062.5,3.702784,74.05368564538115,0.8202,0.654,0.1642,0.2568,0.00149,3.2
113100,7068.75,3.7060608,74.11921988046556,0.8118,0.6528,0.1732,0.2518,0.00149,3.2
113200,7075.0,3.7093376,74.18475411554996,0.8153,0.6537,0.1679,0.2565,0.00149,3.2
113300,7081.25,3.7126144,74.25028835063438,0.8325,0.662,0.1649,0.267,0.00149,3.2
113400,7087.5,3.7158912,74.31582258571878,0.8141,0.6603,0.1694,0.257,0.00149,3.2
113500,7093.75,3.719168,74.38135682080319,0.8215,0.6629,0.1708,0.2553,0.00149,3.3
113600,7100.0,3.7224448,74.4468910558876,0.8113,0.6525,0.1619,0.2489,0.00149,3.3
113700,7106.25,3.7257216,74.512425290972,0.8245,0.6588,0.1666,0.2547,0.00149,3.2
113800,7112.5,3.7289984,74.57795952605642,0.8168,0.656,0.1652,0.2524,0.0015,3.3
113900,7118.75,3.7322752,74.64349376114082,0.8111,0.6563,0.1675,0.251,0.0015,3.2
114000,7125.0,3.735552,74.70902799622523,0.8272,0.6604,0.1584,0.2591,0.0015,3.2
114100,7131.25,3.7388288,74.77456223130964,0.8205,0.6609,0.1585,0.2513,0.0015,3.2
114200,7137.5,3.7421056,74.84009646639404,0.8208,0.6599,0.1691,0.2575,0.0015,3.2
114300,7143.75,3.7453824,74.90563070147846,0.8251,0.6624,0.1649,0.2592,0.0015,3.3
114400,7150.0,3.7486592,74.97116493656286,0.8303,0.6584,0.1607,0.2595,0.0015,3.2
114500,7156.25,3.751936,75.03669917164727,0.8156,0.6574,0.1639,0.2525,0.00151,3.3
114600,7162.5,3.7552128,75.10223340673167,0.8243,0.6565,0.1597,0.2576,0.00151,3.2
114700,7168.75,3.7584896,75.16776764181608,0.8237,0.658,0.1679,0.2605,0.00151,3.2
114800,7175.0,3.7617664,75.2333018769005,0.8199,0.6576,0.161,0.2501,0.00151,3.2
114900,7181.25,3.7650432,75.2988361119849,0.8141,0.6544,0.1627,0.2541,0.00151,3.2
115000,7187.5,3.76832,75.36437034706931,0.8164,0.655,0.1624,0.2548,0.00151,3.2
115100,7193.75,3.7715968,75.42990458215371,0.8185,0.6535,0.1628,0.2559,0.00151,3.2
115200,7200.0,3.7748736,75.49543881723812,0.8146,0.6596,0.1565,0.2489,0.00151,3.2
115300,7206.25,3.7781504,75.56097305232254,0.8101,0.6553,0.1644,0.2512,0.00152,3.3
115400,7212.5,3.7814272,75.62650728740694,0.8193,0.658,0.1668,0.2562,0.00152,3.2
115500,7218.75,3.784704,75.69204152249135,0.8256,0.6591,0.1617,0.2578,0.00152,3.2
115600,7225.0,3.7879808,75.75757575757575,0.8178,0.6551,0.1613,0.2556,0.00152,3.2
115700,7231.25,3.7912576,75.82310999266016,0.8178,0.6562,0.1639,0.2526,0.00152,3.3
115800,7237.5,3.7945344,75.88864422774458,0.8093,0.6539,0.1644,0.2487,0.00152,3.3
115900,7243.75,3.7978112,75.95417846282898,0.8124,0.6558,0.1701,0.2549,0.00152,3.2
116000,7250.0,3.801088,76.01971269791339,0.8245,0.6545,0.1575,0.2554,0.00153,3.2
116100,7256.25,3.8043648,76.08524693299779,0.8148,0.6558,0.1689,0.2524,0.00153,3.2
116200,7262.5,3.8076416,76.1507811680822,0.8295,0.6614,0.1677,0.2641,0.00153,3.2
116300,7268.75,3.8109184,76.21631540316662,0.7955,0.6506,0.1628,0.2385,0.00153,3.2
116400,7275.0,3.8141952,76.28184963825102,0.8114,0.6548,0.1571,0.2506,0.00153,3.2
116500,7281.25,3.817472,76.34738387333543,0.8131,0.6589,0.1675,0.2545,0.00153,3.2
116600,7287.5,3.8207488,76.41291810841983,0.8096,0.6567,0.164,0.2535,0.00153,3.2
116700,7293.75,3.8240256,76.47845234350424,0.8217,0.6577,0.1622,0.2583,0.00153,3.2
116800,7300.0,3.8273024,76.54398657858866,0.8109,0.6609,0.1582,0.2502,0.00154,3.2
116900,7306.25,3.8305792,76.60952081367306,0.8232,0.6595,0.1566,0.2536,0.00154,3.2
117000,7312.5,3.833856,76.67505504875747,0.8232,0.6562,0.1572,0.2533,0.00154,3.2
117100,7318.75,3.8371328,76.74058928384187,0.8215,0.6624,0.1669,0.2586,0.00154,3.3
117200,7325.0,3.8404096,76.80612351892628,0.8166,0.6593,0.1653,0.2523,0.00154,3.3
117300,7331.25,3.8436864,76.8716577540107,0.8191,0.6567,0.1594,0.2567,0.00154,3.3
117400,7337.5,3.8469632,76.9371919890951,0.8208,0.6608,0.1611,0.2572,0.00154,3.2
117500,7343.75,3.85024,77.00272622417951,0.818,0.6498,0.1588,0.2555,0.00154,3.2
117600,7350.0,3.8535168,77.06826045926391,0.8222,0.6586,0.1608,0.2573,0.00155,3.2
117700,7356.25,3.8567936,77.13379469434832,0.8268,0.6578,0.1583,0.2617,0.00155,3.2
117800,7362.5,3.8600704,77.19932892943274,0.816,0.6568,0.1622,0.2508,0.00155,3.3
117900,7368.75,3.8633472,77.26486316451714,0.8299,0.6578,0.1578,0.2609,0.00155,3.3
118000,7375.0,3.866624,77.33039739960155,0.8173,0.6584,0.1659,0.2519,0.00155,3.2
118100,7381.25,3.8699008,77.39593163468595,0.8154,0.6555,0.1662,0.2581,0.00155,3.2
118200,7387.5,3.8731776,77.46146586977036,0.8152,0.6549,0.1635,0.2534,0.00155,3.2
118300,7393.75,3.8764544,77.52700010485476,0.8252,0.6587,0.1561,0.2571,0.00156,3.2
118400,7400.0,3.8797312,77.59253433993918,0.8153,0.6538,0.1556,0.2556,0.00156,3.2
118500,7406.25,3.883008,77.65806857502359,0.8083,0.6518,0.1606,0.2454,0.00156,3.2
118600,7412.5,3.8862848,77.723602810108,0.8171,0.6581,0.161,0.2544,0.00156,3.2
118700,7418.75,3.8895616,77.78913704519242,0.8096,0.6554,0.1619,0.2486,0.00156,3.2
118800,7425.0,3.8928384,77.85467128027682,0.8289,0.659,0.16,0.2596,0.00156,3.3
118900,7431.25,3.8961152,77.92020551536123,0.8242,0.6574,0.1639,0.2567,0.00156,3.2
119000,7437.5,3.899392,77.98573975044563,0.8083,0.652,0.1607,0.2518,0.00156,3.2
119100,7443.75,3.9026688,78.05127398553005,0.8209,0.6553,0.1572,0.2552,0.00157,3.2
119200,7450.0,3.9059456,78.11680822061446,0.8162,0.6545,0.1609,0.2553,0.00157,3.2
119300,7456.25,3.9092224,78.18234245569886,0.8093,0.6524,0.1561,0.2495,0.00157,3.2
119400,7462.5,3.9124992,78.24787669078327,0.8173,0.654,0.1598,0.2581,0.00157,3.3
119500,7468.75,3.915776,78.31341092586767,0.8263,0.6581,0.1525,0.2562,0.00157,3.2
119600,7475.0,3.9190528,78.37894516095209,0.8048,0.6511,0.1561,0.2483,0.00157,3.2
119700,7481.25,3.9223296,78.4444793960365,0.8142,0.656,0.1573,0.2536,0.00157,3.2
119800,7487.5,3.9256064,78.5100136311209,0.8185,0.6559,0.1539,0.2536,0.00157,3.3
119900,7493.75,3.9288832,78.57554786620531,0.8122,0.6523,0.159,0.251,0.00158,3.2
120000,7500.0,3.93216,78.64108210128971,0.8041,0.6558,0.1535,0.2459,0.00158,3.2
120100,7506.25,3.9354368,78.70661633637413,0.8168,0.6569,0.1627,0.2569,0.00158,3.2
120200,7512.5,3.9387136,78.77215057145854,0.8106,0.654,0.1636,0.2557,0.00158,3.2
120300,7518.75,3.9419904,78.83768480654294,0.8187,0.6566,0.1629,0.2534,0.00158,3.3
120400,7525.0,3.9452672,78.90321904162735,0.8248,0.6587,0.1607,0.2539,0.00158,3.2
120500,7531.25,3.948544,78.96875327671175,0.8129,0.6576,0.1647,0.2502,0.00158,3.2
120600,7537.5,3.9518208,79.03428751179617,0.8269,0.6591,0.1612,0.2609,0.00159,3.3
120700,7543.75,3.9550976,79.09982174688056,0.8217,0.657,0.1582,0.2556,0.00159,3.2
120800,7550.0,3.9583744,79.16535598196498,0.8107,0.6518,0.1558,0.25,0.00159,3.2
120900,7556.25,3.9616512,79.23089021704939,0.8163,0.6584,0.1569,0.251,0.00159,3.2
121000,7562.5,3.964928,79.29642445213379,0.817,0.6607,0.1684,0.2545,0.00159,3.2
121100,7568.75,3.9682048,79.3619586872182,0.8152,0.6546,0.1539,0.2514,0.00159,3.2
121200,7575.0,3.9714816,79.4274929223026,0.8176,0.6571,0.154,0.2545,0.00159,3.2
121300,7581.25,3.9747584,79.49302715738702,0.8228,0.6533,0.1478,0.2541,0.00159,3.2
121400,7587.5,3.9780352,79.55856139247143,0.8068,0.6554,0.1641,0.2518,0.0016,3.2
121500,7593.75,3.981312,79.62409562755583,0.8189,0.6603,0.1609,0.2562,0.0016,3.2
121600,7600.0,3.9845888,79.68962986264025,0.823,0.658,0.1618,0.2623,0.0016,3.2
121700,7606.25,3.9878656,79.75516409772464,0.8099,0.6531,0.155,0.2446,0.0016,3.2
121800,7612.5,3.9911424,79.82069833280906,0.8102,0.6507,0.1586,0.2528,0.0016,3.2
121900,7618.75,3.9944192,79.88623256789347,0.8026,0.6501,0.1618,0.2476,0.0016,3.2
122000,7625.0,3.997696,79.95176680297787,0.8122,0.6549,0.1575,0.2522,0.0016,3.2
122100,7631.25,4.0009728,80.01730103806229,0.8192,0.659,0.1558,0.2534,0.00161,3.2
122200,7637.5,4.0042496,80.08283527314669,0.8075,0.6479,0.1607,0.2543,0.00161,3.2
122300,7643.75,4.0075264,80.1483695082311,0.81,0.6545,0.1632,0.2515,0.00161,3.2
122400,7650.0,4.0108032,80.21390374331551,0.8099,0.6537,0.1468,0.248,0.00161,3.2
122500,7656.25,4.01408,80.27943797839991,0.8137,0.6515,0.1552,0.2559,0.00161,3.2
122600,7662.5,4.0173568,80.34497221348433,0.8113,0.6508,0.1558,0.2509,0.00161,3.2
122700,7668.75,4.0206336,80.41050644856873,0.8066,0.6518,0.1644,0.2499,0.00161,3.3
122800,7675.0,4.0239104,80.47604068365314,0.7976,0.6468,0.1582,0.2454,0.00161,3.3
122900,7681.25,4.0271872,80.54157491873755,0.8042,0.654,0.1671,0.2519,0.00162,3.2
123000,7687.5,4.030464,80.60710915382195,0.8186,0.654,0.15,0.2547,0.00162,3.2
123100,7693.75,4.0337408,80.67264338890637,0.8109,0.65,0.1573,0.2536,0.00162,3.2
123200,7700.0,4.0370176,80.73817762399077,0.8157,0.6556,0.1551,0.2517,0.00162,3.2
123300,7706.25,4.0402944,80.80371185907518,0.8196,0.6568,0.1598,0.258,0.00162,3.2
123400,7712.5,4.0435712,80.86924609415959,0.8139,0.6548,0.1552,0.2504,0.00162,3.2
123500,7718.75,4.046848,80.93478032924399,0.8125,0.6503,0.1433,0.2469,0.00162,3.2
123600,7725.0,4.0501248,81.0003145643284,0.8142,0.6526,0.1512,0.2535,0.00162,3.2
123700,7731.25,4.0534016,81.0658487994128,0.8137,0.656,0.155,0.2515,0.00163,3.2
123800,7737.5,4.0566784,81.13138303449722,0.8165,0.6578,0.1569,0.2481,0.00163,3.3
123900,7743.75,4.0599552,81.19691726958163,0.8104,0.6571,0.1589,0.252,0.00163,3.2
124000,7750.0,4.063232,81.26245150466603,0.8069,0.6514,0.1531,0.2479,0.00163,3.2
124100,7756.25,4.0665088,81.32798573975045,0.8099,0.6504,0.1591,0.2509,0.00163,3.2
124200,7762.5,4.0697856,81.39351997483485,0.8187,0.6535,0.1539,0.2542,0.00163,3.2
124300,7768.75,4.0730624,81.45905420991926,0.8029,0.6497,0.158,0.247,0.00163,3.3
124400,7775.0,4.0763392,81.52458844500366,0.8028,0.6498,0.1581,0.2458,0.00164,3.2
124500,7781.25,4.079616,81.59012268008807,0.8045,0.6517,0.1589,0.248,0.00164,3.2
124600,7787.5,4.0828928,81.65565691517249,0.8156,0.6559,0.1605,0.2514,0.00164,3.2
124700,7793.75,4.0861696,81.72119115025689,0.8131,0.6558,0.1549,0.2543,0.00164,3.3
124800,7800.0,4.0894464,81.7867253853413,0.8061,0.6517,0.1599,0.2469,0.00164,3.3
124900,7806.25,4.0927232,81.85225962042571,0.813,0.6536,0.1525,0.2513,0.00164,3.2
125000,7812.5,4.096,81.91779385551013,0.8192,0.658,0.1592,0.2549,0.00164,3.3
125100,7818.75,4.0992768,81.98332809059453,0.8154,0.6576,0.1538,0.2539,0.00164,3.2
125200,7825.0,4.1025536,82.04886232567894,0.8142,0.6543,0.1615,0.2532,0.00165,3.2
125300,7831.25,4.1058304,82.11439656076335,0.806,0.6526,0.1589,0.2443,0.00165,3.2
125400,7837.5,4.1091072,82.17993079584775,0.8124,0.6548,0.1524,0.2496,0.00165,3.2
125500,7843.75,4.112384,82.24546503093217,0.8156,0.6543,0.1558,0.2509,0.00165,3.3
125600,7850.0,4.1156608,82.31099926601657,0.8147,0.6552,0.1577,0.2519,0.00165,3.2
125700,7856.25,4.1189376,82.37653350110098,0.82,0.657,0.1568,0.2549,0.00165,3.2
125800,7862.5,4.1222144,82.4420677361854,0.8194,0.6583,0.1494,0.2547,0.00165,3.3
125900,7868.75,4.1254912,82.50760197126979,0.8195,0.6576,0.1545,0.2566,0.00166,3.2
126000,7875.0,4.128768,82.5731362063542,0.82,0.6575,0.1561,0.2558,0.00166,3.2
126100,7881.25,4.1320448,82.6386704414386,0.8099,0.6495,0.143,0.2461,0.00166,3.2
126200,7887.5,4.1353216,82.70420467652302,0.8168,0.6526,0.1519,0.2532,0.00166,3.3
126300,7893.75,4.1385984,82.76973891160743,0.7988,0.6496,0.1523,0.2433,0.00166,3.3
126400,7900.0,4.1418752,82.83527314669183,0.8079,0.6544,0.1596,0.2523,0.00166,3.2
126500,7906.25,4.145152,82.90080738177625,0.8064,0.6525,0.1577,0.2506,0.00166,3.2
126600,7912.5,4.1484288,82.96634161686065,0.8123,0.6555,0.1574,0.2542,0.00166,3.2
126700,7918.75,4.1517056,83.03187585194506,0.8142,0.6538,0.148,0.251,0.00167,3.2
126800,7925.0,4.1549824,83.09741008702946,0.8084,0.6498,0.1575,0.2487,0.00167,3.2
126900,7931.25,4.1582592,83.16294432211387,0.8014,0.6501,0.1517,0.2479,0.00167,3.2
127000,7937.5,4.161536,83.22847855719829,0.8115,0.65,0.1576,0.254,0.00167,3.2
127100,7943.75,4.1648128,83.29401279228269,0.8164,0.6542,0.1596,0.2557,0.00167,3.2
127200,7950.0,4.1680896,83.3595470273671,0.8169,0.6544,0.1495,0.2537,0.00167,3.2
127300,7956.25,4.1713664,83.4250812624515,0.8161,0.6572,0.157,0.25,0.00167,3.3
127400,7962.5,4.1746432,83.49061549753591,0.8148,0.6584,0.1563,0.252,0.00167,3.2
127500,7968.75,4.17792,83.55614973262033,0.8011,0.6513,0.1497,0.2448,0.00168,3.2
127600,7975.0,4.1811968,83.62168396770473,0.8111,0.6537,0.1555,0.2506,0.00168,3.2
127700,7981.25,4.1844736,83.68721820278914,0.826,0.6591,0.154,0.2572,0.00168,3.2
127800,7987.5,4.1877504,83.75275243787354,0.8129,0.6544,0.1499,0.2552,0.00168,3.2
127900,7993.75,4.1910272,83.81828667295795,0.8173,0.6554,0.1498,0.2554,0.00168,3.2
128000,8000.0,4.194304,83.88382090804237,0.8177,0.6515,0.147,0.2516,0.00168,3.2
128100,8006.25,4.1975808,83.94935514312677,0.8068,0.6525,0.1588,0.2538,0.00168,3.2
128200,8012.5,4.2008576,84.01488937821118,0.8088,0.6504,0.1567,0.2517,0.00169,3.3
128300,8018.75,4.2041344,84.08042361329558,0.8068,0.6535,0.1521,0.2492,0.00169,3.2
128400,8025.0,4.2074112,84.14595784838,0.7957,0.6502,0.1489,0.2386,0.00169,3.2
128500,8031.25,4.210688,84.2114920834644,0.8022,0.6498,0.1574,0.2507,0.00169,3.2
128600,8037.5,4.2139648,84.2770263185488,0.8166,0.6559,0.1479,0.2569,0.00169,3.2
128700,8043.75,4.2172416,84.34256055363322,0.8117,0.651,0.1546,0.2509,0.00169,3.3
128800,8050.0,4.2205184,84.40809478871762,0.8049,0.6458,0.1558,0.251,0.00169,3.3
128900,8056.25,4.2237952,84.47362902380203,0.8091,0.655,0.1538,0.2519,0.00169,3.2
129000,8062.5,4.227072,84.53916325888645,0.8067,0.6538,0.1564,0.2538,0.0017,3.2
129100,8068.75,4.2303488,84.60469749397085,0.8024,0.6529,0.1491,0.2453,0.0017,3.2
129200,8075.0,4.2336256,84.67023172905526,0.8101,0.6552,0.1582,0.2512,0.0017,3.2
129300,8081.25,4.2369024,84.73576596413966,0.8092,0.6506,0.1523,0.245,0.0017,3.2
129400,8087.5,4.2401792,84.80130019922407,0.8201,0.6549,0.1585,0.2597,0.0017,3.2
129500,8093.75,4.243456,84.86683443430849,0.8161,0.656,0.1514,0.2529,0.0017,3.2
129600,8100.0,4.2467328,84.93236866939289,0.8128,0.6552,0.1533,0.2517,0.0017,3.2
129700,8106.25,4.2500096,84.9979029044773,0.8109,0.6552,0.1511,0.2533,0.00171,3.2
129800,8112.5,4.2532864,85.0634371395617,0.8029,0.6476,0.1465,0.2426,0.00171,3.2
129900,8118.75,4.2565632,85.12897137464611,0.8059,0.6527,0.1493,0.2464,0.00171,3.2
130000,8125.0,4.25984,85.19450560973053,0.8076,0.6502,0.1567,0.251,0.00171,3.2
130100,8131.25,4.2631168,85.26003984481493,0.7992,0.6481,0.1533,0.2437,0.00171,3.2
130200,8137.5,4.2663936,85.32557407989934,0.806,0.6533,0.1531,0.2457,0.00171,3.2
130300,8143.75,4.2696704,85.39110831498374,0.8051,0.6509,0.153,0.249,0.00171,3.2
130400,8150.0,4.2729472,85.45664255006815,0.8274,0.6644,0.1478,0.2551,0.00171,3.2
130500,8156.25,4.276224,85.52217678515255,0.8083,0.6529,0.1523,0.2524,0.00172,3.2
130600,8162.5,4.2795008,85.58771102023697,0.8233,0.6537,0.1518,0.2588,0.00172,3.2
130700,8168.75,4.2827776,85.65324525532138,0.8174,0.6517,0.1493,0.2542,0.00172,3.2
130800,8175.0,4.2860544,85.71877949040578,0.818,0.6546,0.1551,0.2544,0.00172,3.2
130900,8181.25,4.2893312,85.7843137254902,0.813,0.655,0.1498,0.2485,0.00172,3.2
131000,8187.5,4.292608,85.84984796057459,0.8097,0.6536,0.1533,0.2511,0.00172,3.2
131100,8193.75,4.2958848,85.915382195659,0.7975,0.6508,0.1609,0.2447,0.00172,3.2
131200,8200.0,4.2991616,85.98091643074342,0.8066,0.6504,0.1511,0.2478,0.00172,3.2
131300,8206.25,4.3024384,86.04645066582783,0.8152,0.6543,0.1499,0.252,0.00173,3.3
131400,8212.5,4.3057152,86.11198490091225,0.8231,0.6549,0.1468,0.258,0.00173,3.2
131500,8218.75,4.308992,86.17751913599665,0.8117,0.6555,0.1552,0.2528,0.00173,3.2
131600,8225.0,4.3122688,86.24305337108106,0.82,0.6554,0.141,0.255,0.00173,3.2
131700,8231.25,4.3155456,86.30858760616546,0.8031,0.6518,0.1496,0.2462,0.00173,3.2
131800,8237.5,4.3188224,86.37412184124987,0.8072,0.6528,0.15,0.2455,0.00173,3.3
131900,8243.75,4.3220992,86.43965607633429,0.8095,0.6543,0.1501,0.2493,0.00173,3.2
132000,8250.0,4.325376,86.50519031141869,0.8159,0.655,0.1505,0.2522,0.00174,3.2
132100,8256.25,4.3286528,86.5707245465031,0.8094,0.6504,0.1517,0.2531,0.00174,3.2
132200,8262.5,4.3319296,86.6362587815875,0.8148,0.6534,0.1498,0.2531,0.00174,3.3
132300,8268.75,4.3352064,86.70179301667191,0.8102,0.6566,0.1476,0.2474,0.00174,3.2
132400,8275.0,4.3384832,86.76732725175633,0.807,0.6508,0.1457,0.2498,0.00174,3.2
132500,8281.25,4.34176,86.83286148684073,0.813,0.6555,0.152,0.2527,0.00174,3.2
132600,8287.5,4.3450368,86.89839572192514,0.8085,0.6547,0.1526,0.2462,0.00174,3.2
132700,8293.75,4.3483136,86.96392995700954,0.81,0.6503,0.1548,0.253,0.00174,3.2
132800,8300.0,4.3515904,87.02946419209395,0.8178,0.6559,0.1523,0.259,0.00175,3.3
132900,8306.25,4.3548672,87.09499842717835,0.8066,0.6539,0.1553,0.2498,0.00175,3.2
133000,8312.5,4.358144,87.16053266226277,0.8116,0.6526,0.1506,0.2523,0.00175,3.2
133100,8318.75,4.3614208,87.22606689734718,0.8011,0.6515,0.1497,0.2439,0.00175,3.2
133200,8325.0,4.3646976,87.29160113243158,0.8138,0.6539,0.1498,0.2507,0.00175,3.2
133300,8331.25,4.3679744,87.357135367516,0.8026,0.6524,0.1463,0.2437,0.00175,3.3
133400,8337.5,4.3712512,87.4226696026004,0.8053,0.6527,0.1502,0.2473,0.00175,3.2
133500,8343.75,4.374528,87.48820383768481,0.8026,0.6493,0.1543,0.2527,0.00175,3.2
133600,8350.0,4.3778048,87.55373807276922,0.8127,0.6534,0.1468,0.2521,0.00176,3.2
133700,8356.25,4.3810816,87.61927230785362,0.7967,0.6499,0.1553,0.2426,0.00176,3.2
133800,8362.5,4.3843584,87.68480654293803,0.8176,0.6535,0.1538,0.259,0.00176,3.3
133900,8368.75,4.3876352,87.75034077802243,0.8109,0.6539,0.1511,0.252,0.00176,3.2
134000,8375.0,4.390912,87.81587501310685,0.8023,0.6511,0.1574,0.2483,0.00176,3.2
134100,8381.25,4.3941888,87.88140924819126,0.8057,0.6513,0.1544,0.2456,0.00176,3.2
134200,8387.5,4.3974656,87.94694348327566,0.8099,0.6539,0.1482,0.2509,0.00176,3.2
134300,8393.75,4.4007424,88.01247771836007,0.8096,0.6512,0.1526,0.2489,0.00177,3.2
134400,8400.0,4.4040192,88.07801195344447,0.8023,0.6545,0.1558,0.2463,0.00177,3.2
134500,8406.25,4.407296,88.14354618852889,0.8058,0.653,0.1503,0.2478,0.00177,3.2
134600,8412.5,4.4105728,88.2090804236133,0.8007,0.6486,0.1507,0.2453,0.00177,3.2
134700,8418.75,4.4138496,88.2746146586977,0.8165,0.6534,0.1522,0.259,0.00177,3.2
134800,8425.0,4.4171264,88.34014889378211,0.8014,0.6538,0.1522,0.2457,0.00177,3.2
134900,8431.25,4.4204032,88.40568312886651,0.7964,0.6499,0.1509,0.2423,0.00177,3.2
135000,8437.5,4.42368,88.47121736395093,0.8169,0.6558,0.1513,0.2531,0.00177,3.2
135100,8443.75,4.4269568,88.53675159903534,0.8103,0.6551,0.1527,0.2536,0.00178,3.2
135200,8450.0,4.4302336,88.60228583411974,0.8045,0.65,0.1569,0.2544,0.00178,3.2
135300,8456.25,4.4335104,88.66782006920415,0.8147,0.6522,0.1482,0.2524,0.00178,3.3
135400,8462.5,4.4367872,88.73335430428855,0.8098,0.6553,0.149,0.2497,0.00178,3.2
135500,8468.75,4.440064,88.79888853937297,0.8081,0.6493,0.1569,0.2537,0.00178,3.3
135600,8475.0,4.4433408,88.86442277445738,0.8163,0.6555,0.147,0.2553,0.00178,3.2
135700,8481.25,4.4466176,88.92995700954178,0.8129,0.6502,0.1442,0.2506,0.00178,3.2
135800,8487.5,4.4498944,88.9954912446262,0.8238,0.6562,0.1539,0.2622,0.00179,3.3
135900,8493.75,4.4531712,89.0610254797106,0.802,0.6534,0.1528,0.2473,0.00179,3.2
136000,8500.0,4.456448,89.12655971479501,0.8154,0.6507,0.1464,0.2526,0.00179,3.2
136100,8506.25,4.4597248,89.19209394987942,0.8112,0.655,0.1471,0.2541,0.00179,3.2
136200,8512.5,4.4630016,89.25762818496382,0.8144,0.6533,0.1437,0.2505,0.00179,3.2
136300,8518.75,4.4662784,89.32316242004823,0.8012,0.6477,0.1425,0.2441,0.00179,3.2
136400,8525.0,4.4695552,89.38869665513263,0.8154,0.6573,0.1462,0.2511,0.00179,3.2
136500,8531.25,4.472832,89.45423089021705,0.8022,0.6502,0.1485,0.2469,0.00179,3.2
136600,8537.5,4.4761088,89.51976512530145,0.8116,0.6542,0.1502,0.251,0.0018,3.2
136700,8543.75,4.4793856,89.58529936038586,0.8081,0.6533,0.1483,0.2462,0.0018,3.2
136800,8550.0,4.4826624,89.65083359547027,0.8136,0.6525,0.1466,0.2516,0.0018,3.2
136900,8556.25,4.4859392,89.71636783055467,0.8136,0.6491,0.1537,0.2532,0.0018,3.2
137000,8562.5,4.489216,89.78190206563909,0.8102,0.6507,0.1481,0.2531,0.0018,3.2
137100,8568.75,4.4924928,89.84743630072349,0.8043,0.6533,0.1451,0.249,0.0018,3.3
137200,8575.0,4.4957696,89.9129705358079,0.8224,0.6608,0.1473,0.2587,0.0018,3.2
137300,8581.25,4.4990464,89.97850477089231,0.8022,0.6499,0.1472,0.2464,0.00181,3.2
137400,8587.5,4.5023232,90.04403900597671,0.8054,0.6529,0.1492,0.25,0.00181,3.2
137500,8593.75,4.5056,90.10957324106113,0.8181,0.6554,0.1503,0.2552,0.00181,3.2
137600,8600.0,4.5088768,90.17510747614553,0.817,0.6543,0.1415,0.2551,0.00181,3.2
137700,8606.25,4.5121536,90.24064171122996,0.8049,0.6517,0.1504,0.2468,0.00181,3.2
137800,8612.5,4.5154304,90.30617594631435,0.8049,0.6545,0.1501,0.2475,0.00181,3.3
137900,8618.75,4.5187072,90.37171018139877,0.8188,0.6575,0.1519,0.2559,0.00181,3.2
