step,optimizer_step_est,tokens_b,progress,loss,l2,ce,plan,lr,sps
55000,3437.5,1.80224,36.04382929642445,0.9094,0.6914,0.176,0.3081,0.000723,3.2
55100,3443.75,1.8055168,36.10936353150886,0.9039,0.6937,0.1859,0.3098,0.000724,3.2
55200,3450.0,1.8087936,36.17489776659327,0.9124,0.6918,0.1796,0.3141,0.000726,3.3
55300,3456.25,1.8120704,36.240432001677675,0.9059,0.6896,0.1865,0.3107,0.000727,3.2
55400,3462.5,1.8153472,36.30596623676208,0.9042,0.692,0.1749,0.3055,0.000728,3.3
55500,3468.75,1.818624,36.37150047184649,0.9022,0.6895,0.1764,0.305,0.000729,3.2
55600,3475.0,1.8219008,36.4370347069309,0.9026,0.6892,0.1807,0.3122,0.000731,3.2
55700,3481.25,1.8251776,36.50256894201531,0.9158,0.6941,0.1894,0.3194,0.000732,3.2
55800,3487.5,1.8284544,36.568103177099715,0.9031,0.6863,0.1701,0.3102,0.000733,3.3
55900,3493.75,1.8317312,36.63363741218412,0.9048,0.6912,0.1752,0.3105,0.000735,3.2
56000,3500.0,1.835008,36.69917164726853,0.8943,0.6903,0.1823,0.3054,0.000736,3.2
56100,3506.25,1.8382848,36.76470588235294,0.9052,0.6935,0.1762,0.3087,0.000737,3.2
56200,3512.5,1.8415616,36.83024011743735,0.9006,0.6919,0.1816,0.3103,0.000739,3.2
56300,3518.75,1.8448384,36.89577435252176,0.8949,0.6895,0.1809,0.3078,0.00074,3.2
56400,3525.0,1.8481152,36.96130858760617,0.9043,0.6891,0.1753,0.3102,0.000741,3.2
56500,3531.25,1.851392,37.026842822690575,0.9026,0.6916,0.178,0.3061,0.000743,3.2
56600,3537.5,1.8546688,37.09237705777498,0.8998,0.6865,0.1791,0.3042,0.000744,3.3
56700,3543.75,1.8579456,37.15791129285939,0.8927,0.6876,0.1748,0.3033,0.000745,3.3
56800,3550.0,1.8612224,37.2234455279438,0.8876,0.6825,0.1817,0.3026,0.000747,3.3
56900,3556.25,1.8644992,37.28897976302821,0.8998,0.6921,0.1741,0.3059,0.000748,3.2
57000,3562.5,1.867776,37.354513998112616,0.8969,0.6827,0.173,0.3034,0.000749,3.2
57100,3568.75,1.8710528,37.42004823319702,0.9048,0.694,0.183,0.3065,0.000751,3.2
57200,3575.0,1.8743296,37.48558246828143,0.9014,0.6898,0.173,0.3073,0.000752,3.2
57300,3581.25,1.8776064,37.551116703365835,0.8952,0.6895,0.1833,0.3023,0.000753,3.2
57400,3587.5,1.8808832,37.61665093845025,0.8995,0.6877,0.1791,0.3002,0.000755,3.2
57500,3593.75,1.88416,37.682185173534656,0.9042,0.6941,0.1764,0.305,0.000756,3.2
57600,3600.0,1.8874368,37.74771940861906,0.9013,0.6859,0.1739,0.3084,0.000757,3.2
57700,3606.25,1.8907136,37.81325364370347,0.9044,0.6909,0.1799,0.3038,0.000759,3.2
57800,3612.5,1.8939904,37.878787878787875,0.8915,0.693,0.1818,0.2943,0.00076,3.2
57900,3618.75,1.8972672,37.94432211387229,0.9002,0.6895,0.1817,0.2991,0.000761,3.2
58000,3625.0,1.900544,38.009856348956696,0.8967,0.6934,0.1816,0.3001,0.000763,3.2
58100,3631.25,1.9038208,38.0753905840411,0.8957,0.6874,0.1799,0.3027,0.000764,3.2
58200,3637.5,1.9070976,38.14092481912551,0.9048,0.6929,0.1812,0.3079,0.000765,3.2
58300,3643.75,1.9103744,38.206459054209915,0.9033,0.6841,0.175,0.3053,0.000766,3.3
58400,3650.0,1.9136512,38.27199328929433,0.8896,0.6946,0.1853,0.2973,0.000768,3.2
58500,3656.25,1.916928,38.337527524378736,0.8903,0.6878,0.1792,0.2993,0.000769,3.3
58600,3662.5,1.9202048,38.40306175946314,0.89,0.6861,0.1856,0.3025,0.00077,3.2
58700,3668.75,1.9234816,38.46859599454755,0.8882,0.6866,0.1834,0.2983,0.000772,3.2
58800,3675.0,1.9267584,38.534130229631955,0.8893,0.6897,0.1812,0.2982,0.000773,3.3
58900,3681.25,1.9300352,38.59966446471637,0.8934,0.6884,0.1742,0.2992,0.000774,3.2
59000,3687.5,1.933312,38.665198699800776,0.8944,0.6895,0.1857,0.3013,0.000776,3.2
59100,3693.75,1.9365888,38.73073293488518,0.892,0.6902,0.1766,0.2958,0.000777,3.2
59200,3700.0,1.9398656,38.79626716996959,0.8922,0.6885,0.1893,0.2954,0.000778,3.2
59300,3706.25,1.9431424,38.861801405054,0.8908,0.6911,0.1821,0.2972,0.00078,3.3
59400,3712.5,1.9464192,38.92733564013841,0.8984,0.691,0.1858,0.3042,0.000781,3.2
59500,3718.75,1.949696,38.992869875222816,0.8921,0.6891,0.1724,0.2977,0.000782,3.2
59600,3725.0,1.9529728,39.05840411030723,0.8899,0.6916,0.1861,0.3014,0.000784,3.2
59700,3731.25,1.9562496,39.123938345391636,0.8961,0.6911,0.1738,0.2985,0.000785,3.2
59800,3737.5,1.9595264,39.18947258047604,0.8976,0.6945,0.1801,0.3021,0.000786,3.2
59900,3743.75,1.9628032,39.25500681556045,0.8923,0.692,0.1769,0.2983,0.000787,3.2
60000,3750.0,1.96608,39.320541050644856,0.8855,0.6892,0.1739,0.2926,0.000789,3.2
60100,3756.25,1.9693568,39.38607528572927,0.8891,0.6882,0.1722,0.293,0.00079,3.2
60200,3762.5,1.9726336,39.451609520813676,0.8791,0.6861,0.1804,0.2878,0.000791,3.2
60300,3768.75,1.9759104,39.51714375589808,0.899,0.6883,0.1745,0.2989,0.000793,3.2
60400,3775.0,1.9791872,39.58267799098249,0.8873,0.686,0.1834,0.2965,0.000794,3.2
60500,3781.25,1.982464,39.648212226066896,0.8915,0.6878,0.1836,0.2966,0.000795,3.2
60600,3787.5,1.9857408,39.7137464611513,0.8941,0.684,0.1788,0.2986,0.000797,3.2
60700,3793.75,1.9890176,39.779280696235716,0.8899,0.6899,0.1828,0.2924,0.000798,3.2
60800,3800.0,1.9922944,39.84481493132012,0.8809,0.6848,0.181,0.2888,0.000799,3.3
60900,3806.25,1.9955712,39.91034916640453,0.898,0.6905,0.1822,0.3015,0.000801,3.2
61000,3812.5,1.998848,39.975883401488936,0.889,0.6849,0.1788,0.2967,0.000802,3.2
61100,3818.75,2.0021248,40.04141763657334,0.8867,0.688,0.1856,0.2913,0.000803,3.2
61200,3825.0,2.0054016,40.106951871657756,0.9077,0.6972,0.1766,0.3068,0.000805,3.2
61300,3831.25,2.0086784,40.17248610674216,0.8891,0.6861,0.1791,0.2943,0.000806,3.2
61400,3837.5,2.0119552,40.23802034182657,0.8906,0.6897,0.1818,0.2932,0.000807,3.3
61500,3843.75,2.015232,40.303554576910976,0.8834,0.6878,0.1724,0.2888,0.000808,3.2
61600,3850.0,2.0185088,40.36908881199538,0.8943,0.6918,0.1851,0.3012,0.00081,3.2
61700,3856.25,2.0217856,40.434623047079796,0.8879,0.6884,0.1826,0.2967,0.000811,3.2
61800,3862.5,2.0250624,40.5001572821642,0.8866,0.6869,0.1742,0.2931,0.000812,3.3
61900,3868.75,2.0283392,40.56569151724861,0.8828,0.6909,0.1773,0.29,0.000814,3.3
62000,3875.0,2.031616,40.631225752333016,0.8829,0.6855,0.183,0.2926,0.000815,3.2
62100,3881.25,2.0348928,40.69675998741742,0.8763,0.6835,0.1822,0.2922,0.000816,3.2
62200,3887.5,2.0381696,40.76229422250183,0.888,0.6913,0.1821,0.2932,0.000818,3.3
62300,3893.75,2.0414464,40.82782845758624,0.9023,0.6917,0.183,0.3002,0.000819,3.3
62400,3900.0,2.0447232,40.89336269267065,0.8869,0.6847,0.1824,0.2896,0.00082,3.3
62500,3906.25,2.048,40.95889692775506,0.8911,0.6873,0.1824,0.2957,0.000822,3.2
62600,3912.5,2.0512768,41.02443116283947,0.8858,0.6923,0.1864,0.294,0.000823,3.3
62700,3918.75,2.0545536,41.089965397923876,0.8943,0.6947,0.1812,0.294,0.000824,3.2
62800,3925.0,2.0578304,41.15549963300828,0.8875,0.6868,0.1856,0.294,0.000826,3.2
62900,3931.25,2.0611072,41.2210338680927,0.8861,0.6888,0.1898,0.2932,0.000827,3.2
63000,3937.5,2.064384,41.2865681031771,0.8925,0.6923,0.182,0.2893,0.000828,3.2
63100,3943.75,2.0676608,41.35210233826151,0.8828,0.6895,0.1906,0.2956,0.000829,3.2
63200,3950.0,2.0709376,41.417636573345916,0.8838,0.6884,0.1774,0.2887,0.000831,3.2
63300,3956.25,2.0742144,41.48317080843032,0.8871,0.6934,0.1796,0.2945,0.000832,3.2
63400,3962.5,2.0774912,41.54870504351473,0.8913,0.6918,0.1818,0.2922,0.000833,3.2
63500,3968.75,2.080768,41.61423927859914,0.8902,0.6898,0.1794,0.2931,0.000835,3.2
63600,3975.0,2.0840448,41.67977351368355,0.8835,0.6828,0.1799,0.2916,0.000836,3.2
63700,3981.25,2.0873216,41.74530774876796,0.8853,0.6859,0.1743,0.2889,0.000837,3.2
63800,3987.5,2.0905984,41.81084198385236,0.8858,0.6878,0.193,0.2925,0.000839,3.3
63900,3993.75,2.0938752,41.87637621893677,0.8942,0.6958,0.1827,0.2907,0.00084,3.2
64000,4000.0,2.097152,41.94191045402118,0.8881,0.6892,0.174,0.2893,0.000841,3.3
64100,4006.25,2.1004288,42.00744468910559,0.8923,0.6929,0.1791,0.2938,0.000843,3.2
64200,4012.5,2.1037056,42.07297892419,0.8773,0.6877,0.1804,0.2835,0.000844,3.2
64300,4018.75,2.1069824,42.1385131592744,0.881,0.6829,0.1763,0.2872,0.000845,3.3
64400,4025.0,2.1102592,42.20404739435881,0.8825,0.6853,0.175,0.2884,0.000847,3.2
64500,4031.25,2.113536,42.26958162944322,0.8819,0.6899,0.1762,0.2891,0.000848,3.2
64600,4037.5,2.1168128,42.33511586452763,0.8898,0.6899,0.1811,0.2907,0.000849,3.2
64700,4043.75,2.1200896,42.40065009961204,0.8762,0.6873,0.184,0.2885,0.00085,3.2
64800,4050.0,2.1233664,42.46618433469644,0.8746,0.6855,0.179,0.2842,0.000852,3.2
64900,4056.25,2.1266432,42.53171856978085,0.8738,0.6888,0.1824,0.2879,0.000853,3.2
65000,4062.5,2.12992,42.59725280486526,0.8686,0.6809,0.1773,0.2811,0.000854,3.2
65100,4068.75,2.1331968,42.66278703994967,0.8793,0.6896,0.1864,0.2848,0.000856,3.2
65200,4075.0,2.1364736,42.72832127503408,0.8911,0.6882,0.1774,0.2985,0.000857,3.2
65300,4081.25,2.1397504,42.79385551011848,0.8803,0.687,0.1685,0.2848,0.000858,3.2
65400,4087.5,2.1430272,42.85938974520289,0.8782,0.6835,0.1784,0.2888,0.00086,3.2
65500,4093.75,2.146304,42.924923980287296,0.8888,0.6895,0.1847,0.2889,0.000861,3.3
65600,4100.0,2.1495808,42.99045821537171,0.8958,0.6907,0.18,0.2909,0.000862,3.3
65700,4106.25,2.1528576,43.055992450456124,0.8853,0.6898,0.1856,0.2855,0.000864,3.2
65800,4112.5,2.1561344,43.12152668554053,0.8944,0.6888,0.1787,0.296,0.000865,3.3
65900,4118.75,2.1594112,43.18706092062494,0.8734,0.6868,0.1784,0.2856,0.000866,3.2
66000,4125.0,2.162688,43.25259515570934,0.8884,0.6931,0.182,0.293,0.000868,3.3
66100,4131.25,2.1659648,43.31812939079375,0.8807,0.6889,0.1765,0.2875,0.000869,3.2
66200,4137.5,2.1692416,43.383663625878164,0.8817,0.687,0.1895,0.2881,0.00087,3.2
66300,4143.75,2.1725184,43.44919786096257,0.8822,0.6871,0.1734,0.28,0.000871,3.3
66400,4150.0,2.1757952,43.51473209604698,0.8774,0.6854,0.1781,0.2822,0.000873,3.2
66500,4156.25,2.179072,43.580266331131384,0.8826,0.6874,0.1842,0.2877,0.000874,3.2
66600,4162.5,2.1823488,43.64580056621579,0.881,0.6847,0.1847,0.2912,0.000875,3.2
66700,4168.75,2.1856256,43.7113348013002,0.8835,0.6874,0.18,0.285,0.000877,3.2
66800,4175.0,2.1889024,43.77686903638461,0.8711,0.685,0.1827,0.2824,0.000878,3.3
66900,4181.25,2.1921792,43.84240327146902,0.8775,0.6895,0.1821,0.287,0.000879,3.3
67000,4187.5,2.195456,43.907937506553424,0.8799,0.6881,0.1868,0.2844,0.000881,3.3
67100,4193.75,2.1987328,43.97347174163783,0.8737,0.6834,0.1758,0.2814,0.000882,3.2
67200,4200.0,2.2020096,44.03900597672224,0.8748,0.6875,0.1811,0.2833,0.000883,3.2
67300,4206.25,2.2052864,44.10454021180665,0.8793,0.6847,0.1851,0.2885,0.000885,3.3
67400,4212.5,2.2085632,44.17007444689106,0.8886,0.691,0.1847,0.2898,0.000886,3.2
67500,4218.75,2.21184,44.235608681975464,0.871,0.6906,0.187,0.2846,0.000887,3.3
67600,4225.0,2.2151168,44.30114291705987,0.8759,0.6869,0.1833,0.2828,0.000889,3.2
67700,4231.25,2.2183936,44.36667715214428,0.8778,0.6881,0.1851,0.2866,0.00089,3.2
67800,4237.5,2.2216704,44.43221138722869,0.8697,0.6857,0.1853,0.2817,0.000891,3.2
67900,4243.75,2.2249472,44.4977456223131,0.8713,0.6837,0.1852,0.2833,0.000893,3.2
68000,4250.0,2.228224,44.563279857397504,0.8779,0.6911,0.1767,0.2842,0.000894,3.2
68100,4256.25,2.2315008,44.62881409248191,0.8774,0.6834,0.1874,0.2874,0.000895,3.3
68200,4262.5,2.2347776,44.69434832756632,0.8662,0.6883,0.1823,0.2762,0.000897,3.2
68300,4268.75,2.2380544,44.75988256265072,0.875,0.6868,0.1811,0.2855,0.000898,3.2
68400,4275.0,2.2413312,44.82541679773514,0.8834,0.6838,0.1758,0.2883,0.000899,3.2
68500,4281.25,2.244608,44.890951032819544,0.8846,0.6862,0.1827,0.2907,0.000901,3.2
68600,4287.5,2.2478848,44.95648526790395,0.8893,0.6944,0.1788,0.2851,0.000902,3.3
68700,4293.75,2.2511616,45.02201950298836,0.8699,0.6886,0.1865,0.2796,0.000903,3.2
68800,4300.0,2.2544384,45.087553738072764,0.8799,0.6863,0.1772,0.2855,0.000905,3.3
68900,4306.25,2.2577152,45.15308797315718,0.8675,0.6828,0.1862,0.2824,0.000906,3.2
69000,4312.5,2.260992,45.21862220824159,0.8737,0.6877,0.1872,0.2852,0.000907,3.2
69100,4318.75,2.2642688,45.284156443326,0.8779,0.6898,0.1858,0.2821,0.000908,3.2
69200,4325.0,2.2675456,45.349690678410404,0.8785,0.6904,0.1776,0.286,0.00091,3.2
69300,4331.25,2.2708224,45.41522491349481,0.8772,0.6881,0.1806,0.2857,0.000911,3.3
69400,4337.5,2.2740992,45.48075914857922,0.867,0.6835,0.1826,0.2803,0.000912,3.2
69500,4343.75,2.277376,45.546293383663624,0.8882,0.6894,0.1816,0.2915,0.000914,3.3
69600,4350.0,2.2806528,45.61182761874804,0.8752,0.6892,0.1751,0.2815,0.000915,3.2
69700,4356.25,2.2839296,45.677361853832444,0.8719,0.6805,0.1815,0.2823,0.000916,3.2
69800,4362.5,2.2872064,45.74289608891685,0.8789,0.6842,0.1818,0.2883,0.000918,3.3
69900,4368.75,2.2904832,45.80843032400126,0.8928,0.6862,0.1761,0.2903,0.000919,3.3
70000,4375.0,2.29376,45.873964559085664,0.8689,0.683,0.1837,0.2799,0.00092,3.2
70100,4381.25,2.2970368,45.93949879417008,0.8782,0.6857,0.1824,0.2812,0.000922,3.2
70200,4387.5,2.3003136,46.005033029254484,0.8737,0.6885,0.1824,0.2782,0.000923,3.2
70300,4393.75,2.3035904,46.07056726433889,0.8851,0.6893,0.1818,0.2855,0.000924,3.3
70400,4400.0,2.3068672,46.1361014994233,0.8734,0.6901,0.1828,0.2816,0.000926,3.2
70500,4406.25,2.310144,46.201635734507704,0.8858,0.6917,0.1801,0.2856,0.000927,3.3
70600,4412.5,2.3134208,46.26716996959212,0.8716,0.6868,0.1847,0.275,0.000928,3.2
70700,4418.75,2.3166976,46.332704204676524,0.8739,0.6887,0.1819,0.2837,0.000929,3.2
70800,4425.0,2.3199744,46.39823843976093,0.8815,0.6859,0.1737,0.2862,0.000931,3.3
70900,4431.25,2.3232512,46.46377267484534,0.8688,0.689,0.1803,0.2757,0.000932,3.2
71000,4437.5,2.326528,46.529306909929744,0.8659,0.6845,0.1763,0.2789,0.000933,3.2
71100,4443.75,2.3298048,46.59484114501416,0.8789,0.6887,0.175,0.2801,0.000935,3.2
71200,4450.0,2.3330816,46.660375380098564,0.8758,0.682,0.1725,0.2845,0.000936,3.2
71300,4456.25,2.3363584,46.72590961518297,0.8739,0.6835,0.1729,0.2801,0.000937,3.3
71400,4462.5,2.3396352,46.79144385026738,0.8708,0.6877,0.1875,0.2795,0.000939,3.2
71500,4468.75,2.342912,46.856978085351784,0.8647,0.6805,0.1849,0.2792,0.00094,3.2
71600,4475.0,2.3461888,46.92251232043619,0.875,0.6886,0.1867,0.2818,0.000941,3.2
71700,4481.25,2.3494656,46.988046555520604,0.8774,0.6863,0.1779,0.2796,0.000943,3.3
71800,4487.5,2.3527424,47.05358079060501,0.879,0.6902,0.1844,0.2887,0.000944,3.3
71900,4493.75,2.3560192,47.11911502568942,0.8859,0.6884,0.1744,0.2895,0.000945,3.2
72000,4500.0,2.359296,47.184649260773824,0.8694,0.6831,0.1809,0.2762,0.000947,3.3
72100,4506.25,2.3625728,47.25018349585824,0.8713,0.686,0.1796,0.2742,0.000948,3.2
72200,4512.5,2.3658496,47.315717730942644,0.8804,0.6881,0.1844,0.286,0.000949,3.3
72300,4518.75,2.3691264,47.38125196602706,0.8719,0.6867,0.1881,0.2808,0.00095,3.3
72400,4525.0,2.3724032,47.446786201111465,0.892,0.6937,0.1807,0.2908,0.000952,3.3
72500,4531.25,2.37568,47.51232043619587,0.8735,0.6874,0.1854,0.2814,0.000953,3.2
72600,4537.5,2.3789568,47.57785467128028,0.873,0.6846,0.1835,0.2763,0.000954,3.2
72700,4543.75,2.3822336,47.643388906364684,0.8641,0.6842,0.1856,0.2752,0.000956,3.3
72800,4550.0,2.3855104,47.70892314144909,0.8571,0.6831,0.1842,0.2677,0.000957,3.3
72900,4556.25,2.3887872,47.774457376533505,0.8764,0.6916,0.1847,0.2775,0.000958,3.2
73000,4562.5,2.392064,47.83999161161791,0.878,0.6847,0.1786,0.2807,0.00096,3.2
73100,4568.75,2.3953408,47.90552584670232,0.872,0.6865,0.1831,0.28,0.000961,3.3
73200,4575.0,2.3986176,47.971060081786725,0.8686,0.6872,0.1868,0.2778,0.000962,3.3
73300,4581.25,2.4018944,48.03659431687113,0.8734,0.6888,0.1779,0.28,0.000964,3.3
73400,4587.5,2.4051712,48.102128551955545,0.8666,0.6859,0.1869,0.2796,0.000965,3.2
73500,4593.75,2.408448,48.16766278703995,0.8777,0.683,0.1814,0.2833,0.000966,3.3
73600,4600.0,2.4117248,48.23319702212436,0.8799,0.687,0.1845,0.2851,0.000968,3.3
73700,4606.25,2.4150016,48.298731257208765,0.8729,0.6844,0.18,0.283,0.000969,3.2
73800,4612.5,2.4182784,48.36426549229317,0.8666,0.6848,0.1798,0.2772,0.00097,3.3
73900,4618.75,2.4215552,48.429799727377585,0.8645,0.6827,0.1883,0.2708,0.000971,3.3
74000,4625.0,2.424832,48.49533396246199,0.881,0.6912,0.1822,0.2782,0.000973,3.2
74100,4631.25,2.4281088,48.5608681975464,0.8805,0.6879,0.1794,0.2819,0.000974,3.3
74200,4637.5,2.4313856,48.626402432630805,0.8651,0.6812,0.1807,0.2794,0.000975,3.2
74300,4643.75,2.4346624,48.69193666771521,0.8685,0.6857,0.1842,0.279,0.000977,3.3
74400,4650.0,2.4379392,48.75747090279962,0.8661,0.684,0.1793,0.2765,0.000978,3.2
74500,4656.25,2.441216,48.82300513788403,0.87,0.6846,0.181,0.2798,0.000979,3.2
74600,4662.5,2.4444928,48.88853937296844,0.8647,0.6882,0.1847,0.2743,0.000981,3.2
74700,4668.75,2.4477696,48.954073608052845,0.8806,0.6888,0.1791,0.2823,0.000982,3.2
74800,4675.0,2.4510464,49.01960784313725,0.8659,0.684,0.1817,0.2729,0.000983,3.2
74900,4681.25,2.4543232,49.08514207822166,0.8799,0.6897,0.1788,0.2837,0.000985,3.2
75000,4687.5,2.4576,49.15067631330607,0.8772,0.6873,0.1851,0.2787,0.000986,3.2
75100,4693.75,2.4608768,49.21621054839048,0.8732,0.6893,0.1794,0.2788,0.000987,3.2
75200,4700.0,2.4641536,49.281744783474885,0.8705,0.6827,0.1901,0.2752,0.000989,3.3
75300,4706.25,2.4674304,49.3472790185593,0.8754,0.6911,0.1828,0.2797,0.00099,3.3
75400,4712.5,2.4707072,49.412813253643705,0.8705,0.6857,0.1835,0.2784,0.000991,3.3
75500,4718.75,2.473984,49.47834748872811,0.8678,0.6853,0.1787,0.2779,0.000992,3.2
75600,4725.0,2.4772608,49.54388172381252,0.8716,0.6852,0.1875,0.2824,0.000994,3.2
75700,4731.25,2.4805376,49.60941595889693,0.876,0.6879,0.1808,0.2766,0.000995,3.2
75800,4737.5,2.4838144,49.67495019398134,0.8542,0.68,0.1843,0.2701,0.000996,3.3
75900,4743.75,2.4870912,49.740484429065745,0.8612,0.6866,0.1777,0.267,0.000998,3.3
76000,4750.0,2.490368,49.80601866415015,0.8659,0.6857,0.1894,0.2729,0.000999,3.2
76100,4756.25,2.4936448,49.87155289923456,0.8636,0.6801,0.1891,0.2784,0.001,3.2
76200,4762.5,2.4969216,49.93708713431897,0.86,0.687,0.1799,0.2726,0.001,3.3
76300,4768.75,2.5001984,50.00262136940338,0.859,0.6847,0.1824,0.2726,0.001,3.3
76400,4775.0,2.5034752,50.068155604487785,0.8627,0.6834,0.1757,0.2732,0.001,3.2
76500,4781.25,2.506752,50.13368983957219,0.8701,0.6812,0.1814,0.2775,0.00101,3.2
76600,4787.5,2.5100288,50.1992240746566,0.8646,0.6854,0.1828,0.2746,0.00101,3.2
76700,4793.75,2.5133056,50.26475830974101,0.8698,0.6848,0.1815,0.2756,0.00101,3.2
76800,4800.0,2.5165824,50.33029254482542,0.8675,0.6881,0.1814,0.2785,0.00101,3.3
76900,4806.25,2.5198592,50.395826779909825,0.8814,0.6865,0.17,0.2757,0.00101,3.3
77000,4812.5,2.523136,50.46136101499423,0.8658,0.6835,0.1885,0.2767,0.00101,3.3
77100,4818.75,2.5264128,50.52689525007864,0.8607,0.683,0.1811,0.2714,0.00101,3.2
77200,4825.0,2.5296896,50.59242948516305,0.8679,0.6845,0.1828,0.2771,0.00101,3.2
77300,4831.25,2.5329664,50.65796372024746,0.87,0.6863,0.1829,0.2778,0.00102,3.3
77400,4837.5,2.5362432,50.723497955331865,0.8749,0.6886,0.1839,0.2797,0.00102,3.2
77500,4843.75,2.53952,50.78903219041627,0.8661,0.6856,0.1798,0.2746,0.00102,3.2
77600,4850.0,2.5427968,50.85456642550068,0.8715,0.6873,0.1814,0.272,0.00102,3.2
77700,4856.25,2.5460736,50.920100660585085,0.863,0.6875,0.1775,0.2705,0.00102,3.2
77800,4862.5,2.5493504,50.9856348956695,0.8743,0.6887,0.177,0.2717,0.00102,3.3
77900,4868.75,2.5526272,51.051169130753905,0.8675,0.6859,0.176,0.2782,0.00102,3.2
78000,4875.0,2.555904,51.11670336583831,0.8588,0.6815,0.1799,0.2657,0.00103,3.2
78100,4881.25,2.5591808,51.18223760092272,0.8575,0.68,0.1875,0.2704,0.00103,3.2
78200,4887.5,2.5624576,51.247771836007125,0.87,0.6876,0.1804,0.2748,0.00103,3.2
78300,4893.75,2.5657344,51.31330607109154,0.8574,0.6831,0.1857,0.2749,0.00103,3.3
78400,4900.0,2.5690112,51.378840306175945,0.8689,0.6881,0.1807,0.2752,0.00103,3.2
78500,4906.25,2.572288,51.44437454126035,0.8626,0.6846,0.1851,0.2724,0.00103,3.2
78600,4912.5,2.5755648,51.50990877634476,0.8657,0.6858,0.1878,0.2751,0.00103,3.3
78700,4918.75,2.5788416,51.575443011429165,0.8701,0.6876,0.1804,0.2756,0.00103,3.2
78800,4925.0,2.5821184,51.64097724651357,0.8658,0.6826,0.1864,0.2752,0.00104,3.3
78900,4931.25,2.5853952,51.706511481597985,0.8747,0.6921,0.1891,0.2793,0.00104,3.3
79000,4937.5,2.588672,51.77204571668239,0.8684,0.6913,0.182,0.2731,0.00104,3.3
79100,4943.75,2.5919488,51.8375799517668,0.875,0.6873,0.1743,0.2751,0.00104,3.3
79200,4950.0,2.5952256,51.903114186851205,0.8499,0.6839,0.1912,0.2668,0.00104,3.3
79300,4956.25,2.5985024,51.96864842193561,0.87,0.6863,0.1731,0.2761,0.00104,3.3
79400,4962.5,2.6017792,52.034182657020025,0.8647,0.6872,0.1825,0.273,0.00104,3.3
79500,4968.75,2.605056,52.09971689210443,0.8656,0.6833,0.1874,0.2765,0.00105,3.3
79600,4975.0,2.6083328,52.16525112718884,0.8713,0.6847,0.1882,0.2776,0.00105,3.3
79700,4981.25,2.6116096,52.230785362273245,0.849,0.6793,0.1812,0.2606,0.00105,3.3
79800,4987.5,2.6148864,52.29631959735765,0.8646,0.6843,0.1794,0.276,0.00105,3.3
79900,4993.75,2.6181632,52.361853832442065,0.871,0.6861,0.1834,0.2748,0.00105,3.2
80000,5000.0,2.62144,52.42738806752647,0.8635,0.6872,0.1959,0.2697,0.00105,3.2
80100,5006.25,2.6247168,52.49292230261089,0.8583,0.684,0.1881,0.2711,0.00105,3.3
80200,5012.5,2.6279936,52.5584565376953,0.8622,0.6847,0.19,0.2717,0.00105,3.2
80300,5018.75,2.6312704,52.623990772779706,0.8713,0.6875,0.1831,0.2756,0.00106,3.3
80400,5025.0,2.6345472,52.68952500786411,0.8683,0.6862,0.1932,0.2732,0.00106,3.2
80500,5031.25,2.637824,52.75505924294852,0.8642,0.685,0.1838,0.2697,0.00106,3.3
80600,5037.5,2.6411008,52.820593478032926,0.8689,0.685,0.184,0.272,0.00106,3.2
80700,5043.75,2.6443776,52.88612771311734,0.8702,0.6916,0.1811,0.2724,0.00106,3.2
80800,5050.0,2.6476544,52.951661948201746,0.8535,0.6835,0.1909,0.266,0.00106,3.3
80900,5056.25,2.6509312,53.01719618328615,0.8706,0.687,0.1829,0.276,0.00106,3.2
81000,5062.5,2.654208,53.08273041837056,0.858,0.682,0.1823,0.2687,0.00106,3.2
81100,5068.75,2.6574848,53.148264653454966,0.865,0.6883,0.1751,0.2704,0.00107,3.3
81200,5075.0,2.6607616,53.21379888853938,0.8662,0.6856,0.1846,0.2734,0.00107,3.2
81300,5081.25,2.6640384,53.279333123623786,0.8784,0.6855,0.1772,0.2776,0.00107,3.2
81400,5087.5,2.6673152,53.34486735870819,0.8677,0.6886,0.189,0.2744,0.00107,3.2
81500,5093.75,2.670592,53.4104015937926,0.8736,0.6857,0.1859,0.2815,0.00107,3.2
81600,5100.0,2.6738688,53.475935828877006,0.8619,0.683,0.1836,0.2742,0.00107,3.2
81700,5106.25,2.6771456,53.54147006396141,0.8719,0.6952,0.1826,0.2699,0.00107,3.2
81800,5112.5,2.6804224,53.607004299045826,0.8534,0.6878,0.1843,0.2674,0.00108,3.3
81900,5118.75,2.6836992,53.67253853413023,0.8731,0.6852,0.1813,0.2798,0.00108,3.2
82000,5125.0,2.686976,53.73807276921464,0.8637,0.6832,0.1823,0.2754,0.00108,3.2
82100,5131.25,2.6902528,53.803607004299046,0.8664,0.6844,0.1886,0.2755,0.00108,3.3
82200,5137.5,2.6935296,53.86914123938345,0.8627,0.6861,0.1866,0.2724,0.00108,3.2
82300,5143.75,2.6968064,53.934675474467866,0.8564,0.6877,0.186,0.2628,0.00108,3.3
82400,5150.0,2.7000832,54.00020970955227,0.8539,0.6822,0.1917,0.2712,0.00108,3.2
82500,5156.25,2.70336,54.06574394463668,0.8573,0.6813,0.1775,0.2722,0.00108,3.2
82600,5162.5,2.7066368,54.131278179721086,0.8601,0.6899,0.1867,0.2705,0.00109,3.3
